FDX,LONG,2013-07-10,104.17,129,No-Exit,0,0,2013-07-10,105.19,131.89,2013-07-23,106.46,295.41,131.89,295.41,BB Spread,['GOOGL'],,,,
NFLX,LONG,2013-08-21,273.74,51,No-Exit,0,0,2013-08-23,276.44,137.73,2013-09-06,294.49,1058.25,137.73,1058.25,BB Spread,['GOOGL'],,,,
GOOGL,LONG,2013-10-21,507.83,23,No-Exit,0,0,2013-10-23,512.84,115.12,2013-10-31,514.47,152.61,115.12,152.61,BB Spread,['GOOGL'],,,,
PRGO,LONG,2013-11-01,139.13,83,No-Exit,0,0,2013-11-01,140.55,117.85,2013-11-19,151.37,1015.92,117.85,1015.92,BB Spread,['GOOGL'],,,,
MCK,LONG,2014-01-09,174.56,50,No-Exit,0,0,No-Exit,0,0,2014-01-13,164.17,-519.4,-519.4,-519.4,BB Spread,['GOOGL', 'STZ'],,,
STZ,LONG,2014-01-09,77.7,139,No-Exit,0,0,2014-01-10,78.48,107.86,2014-01-22,79.06,189.04,107.86,189.04,BB Spread,['GOOGL', 'V'],,,
V,LONG,2014-01-21,232.64,37,No-Exit,0,0,No-Exit,0,0,2014-01-24,224.71,-293.43,-293.43,-293.43,BB Spread,['GOOGL'],,,,
TRIP,LONG,2014-02-13,91.9,112,No-Exit,0,0,2014-02-18,92.81,102.13,2014-02-27,99.68,871.36,102.13,871.36,BB Spread,['GOOGL', 'HD'],,,
HD,LONG,2014-02-26,79.47,103,No-Exit,0,0,2014-02-26,80.27,82.36,2014-03-06,80.85,142.14,82.36,142.14,BB Spread,['GOOGL'],,,,
ISRG,LONG,2014-04-02,504.37,21,No-Exit,0,0,2014-04-02,509.56,108.89,2014-04-08,484.8,-410.97,108.89,108.89,BB Spread,['GOOGL', 'AAPL'],,,
AMZN,LONG,2014-07-14,347.2,30,No-Exit,0,0,2014-07-14,350.75,106.6,2014-07-24,359.98,383.4,106.6,383.4,BB Spread,['GOOGL'],,,,
WMB,LONG,2014-10-30,55.68,156,No-Exit,0,0,2014-10-30,56.22,84.72,2014-11-04,54.12,-243.36,84.72,84.72,BB Spread,['GOOGL', 'GILD'],,,
GILD,LONG,2014-10-27,111.67,96,No-Exit,0,0,2014-10-27,112.8,108.09,2014-11-05,106.53,-493.44,108.09,108.09,BB Spread,['GOOGL'],,,,
AGN,LONG,2014-11-19,269.86,39,No-Exit,0,0,No-Exit,0,0,2014-11-20,259.73,-395.07,-395.07,-395.07,BB Spread,['GOOGL'],,,,
FB,LONG,2014-11-28,77.98,136,No-Exit,0,0,No-Exit,0,0,2014-12-01,74.93,-414.8,-414.8,-414.8,BB Spread,['GOOGL'],,,,
RHT,LONG,2014-12-22,69.29,155,No-Exit,0,0,2014-12-23,69.98,107.66,2014-12-31,69.53,37.2,107.66,107.66,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2007-11-12,22.32,891,2007-11-12,22.36,-34.41,2007-11-12,22.1,199.22,2007-11-13,21.76,499.55,-34.41,499.55,BB Spread,[],,,,
AAPL,SHORT,2007-11-15,22.23,899,No-Exit,0,0,2007-11-15,22,202.35,2007-11-20,23.22,-890.01,202.35,202.35,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2008-01-07,326.97,23,2008-01-07,326.97,0,2008-01-07,323.7,75.2,2008-01-08,326.5,10.81,75.2,75.2,BB Spread,['AAPL', 'GOOGL'],,,
AAPL,SHORT,2008-01-07,24.17,806,No-Exit,0,0,2008-01-07,23.92,197.62,2008-01-29,17.74,5181.28,197.62,5181.28,BB Spread,['GOOGL'],,,,
FCX,SHORT,2008-03-20,34.29,597,No-Exit,0,0,2008-03-20,33.94,204.69,2008-03-25,37.49,-1912.56,204.69,204.69,BB Spread,['GOOGL'],,,,
NUE,SHORT,2008-05-27,57.14,359,No-Exit,0,0,No-Exit,0,0,2008-05-28,58.48,-481.06,-481.06,-481.06,BB Spread,['GOOGL'],,,,
IR,SHORT,2008-06-10,35.58,537,No-Exit,0,0,2008-06-11,35.22,193.44,2008-06-16,36.36,-420.84,193.44,193.44,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2008-06-23,23.64,862,No-Exit,0,0,2008-06-23,23.41,203.81,2008-06-25,24.02,-324.32,203.81,203.81,BB Spread,['GOOGL'],,,,
GS,SHORT,2008-07-14,147.85,137,2008-07-14,154.36,-891.87,2008-07-14,146.32,210.22,2008-07-16,154.36,-891.87,-891.87,-891.87,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2008-07-21,240.22,42,2008-07-21,240.22,0,2008-07-21,237.82,100.89,2008-07-22,233.5,282.24,100.89,282.24,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2008-09-05,21.45,907,No-Exit,0,0,2008-09-08,21.23,201.92,2008-09-25,17.56,3532.43,201.92,3532.43,BB Spread,['GOOGL'],,,,
XOM,SHORT,2008-10-10,54.47,391,No-Exit,0,0,2008-10-10,53.93,212.98,2008-10-13,62.1,-2983.31,212.98,212.98,BB Spread,['GOOGL'],,,,
AMZN,SHORT,2009-03-09,60.97,363,2009-03-09,63.45,-900.24,2009-03-09,60.35,225.79,2009-03-10,62.5,-555.39,-900.24,-555.39,BB Spread,['GOOGL', 'AMGN'],,,
AMGN,SHORT,2009-02-27,46.89,461,No-Exit,0,0,2009-02-27,46.42,216.18,2009-03-11,45.44,668.42,216.18,668.42,BB Spread,['GOOGL'],,,,
CRM,SHORT,2009-05-26,8.86,2425,2009-05-26,9.16,-727.5,No-Exit,0,0,2009-05-27,9.34,-1164,-727.5,-727.5,BB Spread,['GOOGL'],,,,
GS,SHORT,2010-01-22,148.88,101,No-Exit,0,0,2010-01-22,147.39,150.44,2010-02-03,148.23,66,150.44,150.44,BB Spread,['QCOM', 'JPM', 'GOOGL', 'FCX'],
JPM,SHORT,2010-01-22,36.02,528,No-Exit,0,0,2010-01-22,35.66,192.69,2010-02-03,36.56,-285.12,192.69,192.69,BB Spread,['QCOM', 'GOOGL', 'FCX'],,
FCX,SHORT,2010-01-22,30.55,382,No-Exit,0,0,2010-01-22,30.25,116.71,2010-02-05,28.47,795.51,116.71,795.51,BB Spread,['QCOM', 'GOOGL', 'PNC'],,
QCOM,SHORT,2010-01-29,36.89,377,No-Exit,0,0,2010-01-29,36.52,140.58,2010-02-09,34.97,723.84,140.58,723.84,BB Spread,['GOOGL', 'PNC'],,,
PNC,SHORT,2010-02-04,48,388,No-Exit,0,0,2010-02-04,47.51,188.32,2010-02-10,46.92,419.04,188.32,419.04,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2010-05-20,32.72,601,No-Exit,0,0,2010-05-20,32.39,196.65,2010-05-24,33.45,-439.03,196.65,196.65,BB Spread,['GOOGL'],,,,
XOM,SHORT,2010-06-28,52.37,383,No-Exit,0,0,2010-06-29,51.85,197.53,2010-07-08,52.58,-79.81,197.53,197.53,BB Spread,['CELG', 'GOOGL', 'FDO'],,
CELG,SHORT,2010-07-01,24.58,817,No-Exit,0,0,2010-07-01,24.33,205.43,2010-07-12,25.84,-1025.34,205.43,205.43,BB Spread,['GOOGL', 'FDO'],,,
FDO,SHORT,2010-07-08,33.68,567,No-Exit,0,0,2010-07-08,33.34,193.42,2010-07-15,34.97,-731.43,193.42,193.42,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2010-08-12,33.37,382,No-Exit,0,0,No-Exit,0,0,2010-08-17,33.83,-175.18,-175.18,-175.18,BB Spread,['NFLX', 'GOOGL'],,,
AMZN,SHORT,2010-11-16,158.36,118,2010-11-16,158.74,-44.84,2010-11-16,156.77,187.31,2010-11-17,157.84,61.36,-44.84,61.36,BB Spread,['GOOGL'],,,,
NFLX,SHORT,2011-03-01,205,89,2011-03-01,206.2,-106.8,2011-03-01,202.94,183.52,2011-03-02,205,0,-106.8,0,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2011-04-15,44.7,420,No-Exit,0,0,2011-04-15,44.25,189.37,2011-04-19,45.46,-319.2,189.37,189.37,BB Spread,['GOOGL'],,,,
XOM,SHORT,2011-08-01,72.5,252,No-Exit,0,0,2011-08-01,71.76,185.6,2011-08-15,67.02,1380.91,185.6,1380.91,BB Spread,['GOOGL'],,,,
AMZN,SHORT,2011-10-27,204.26,72,2011-10-27,204.69,-30.96,2011-10-27,202.22,147.07,2011-10-28,206.53,-163.44,-30.96,-30.96,BB Spread,['GOOGL', 'APC'],,,
NTAP,SHORT,2011-11-18,34.5,547,No-Exit,0,0,2011-11-18,34.15,191.75,2011-11-29,35.05,-300.85,191.75,191.75,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2012-04-17,78.2,238,2012-04-17,80.5,-547.4,2012-04-17,77.42,186.4,2012-04-18,83.02,-1147.72,-547.4,-547.4,BB Spread,['JPM', 'GOOGL'],,,
AAPL,SHORT,2012-04-20,79.05,234,No-Exit,0,0,2012-04-20,78.25,187.2,2012-04-24,76.11,688.35,187.2,688.35,BB Spread,['JPM', 'GOOGL'],,,
JPM,SHORT,2012-04-16,39.98,382,No-Exit,0,0,2012-04-23,39.59,149.36,2012-04-25,40.71,-280.42,149.36,149.36,BB Spread,['GOOGL'],,,,
NFLX,SHORT,2012-07-26,59,321,No-Exit,0,0,2012-07-26,58.41,190.4,2012-08-07,57.09,613.11,190.4,613.11,BB Spread,['GOOGL', 'AAPL'],,,
NFLX,SHORT,2012-09-05,54.33,328,No-Exit,0,0,No-Exit,0,0,2012-09-07,57.31,-977.44,-977.44,-977.44,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2012-10-02,89.49,180,No-Exit,0,0,2012-10-02,88.59,161.84,2012-10-04,91.3,-325.8,161.84,161.84,BB Spread,['GOOGL'],,,,
EW,SHORT,2012-10-10,83.31,162,2012-10-10,87.08,-610.74,No-Exit,0,0,2012-10-11,88.06,-769.5,-610.74,-610.74,BB Spread,['TSO', 'GOOGL', 'AAPL'],,
AAPL,SHORT,2012-10-05,89.18,178,No-Exit,0,0,2012-10-08,88.3,156.43,2012-10-16,86.32,509.08,156.43,509.08,BB Spread,['TSO', 'GOOGL', 'DLTR'],,
DLTR,SHORT,2012-10-12,42.17,262,No-Exit,0,0,2012-10-12,41.75,110.49,2012-10-23,39.15,791.24,110.49,791.24,BB Spread,['TSO', 'GOOGL'],,,
TSO,SHORT,2012-10-11,36.42,438,No-Exit,0,0,2012-10-12,36.05,162.53,2012-10-26,36.48,-26.28,162.53,162.53,BB Spread,['GOOGL', 'NSC'],,,
ESRX,SHORT,2012-11-07,53.02,325,No-Exit,0,0,2012-11-12,52.49,173.39,2012-11-16,51.06,637,173.39,637,BB Spread,['GOOGL', 'NSC'],,,
NSC,SHORT,2012-10-25,57.83,272,No-Exit,0,0,2012-11-07,57.26,156.46,2012-11-27,55.99,500.73,156.46,500.73,BB Spread,['GOOGL'],,,,
JPM,SHORT,2013-04-18,44.33,362,No-Exit,0,0,No-Exit,0,0,2013-04-23,45.77,-520.85,-520.85,-520.85,BB Spread,['GOOGL'],,,,
FSLR,SHORT,2013-06-13,45.43,304,No-Exit,0,0,2013-06-14,44.96,141.51,2013-06-19,46.15,-218.88,141.51,141.51,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2010-08-20,233.99,35,No-Exit,0,0,2010-08-20,231.65,81.89,2013-07-12,460.95,-7943.77,81.89,81.89,BB Spread,['GOOGL', 'FDX', 'AMT'],,
GOOGL,SHORT,2008-08-27,236.87,43,No-Exit,0,0,2008-08-27,234.5,101.85,2013-10-18,488.29,-10811.28,101.85,101.85,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2011-05-17,257.71,37,No-Exit,0,0,No-Exit,0,0,2013-11-26,530.43,-10090.45,-10090.45,-10090.45,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2008-06-23,272.68,29,No-Exit,0,0,2008-06-24,269.96,79,2013-12-10,545.99,-7925.99,79,79,BB Spread,['GOOGL'],,,,
AAPL,SHORT,2014-01-29,70.51,140,No-Exit,0,0,2014-01-29,69.81,98.72,2014-02-05,71.36,-118.78,98.72,98.72,BB Spread,['GOOGL', 'BA'],,,
BA,SHORT,2014-01-30,128.4,84,No-Exit,0,0,2014-01-30,127.11,108.08,2014-02-10,125.99,202.18,108.08,202.18,BB Spread,['CHRW', 'GOOGL'],,,
CHRW,SHORT,2014-02-06,51.85,189,No-Exit,0,0,2014-02-06,51.33,98,2014-02-12,52.84,-187.06,98,98,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2012-05-23,300.82,31,No-Exit,0,0,No-Exit,0,0,2014-02-25,610.09,-9587.22,-9587.22,-9587.22,BB Spread,['GOOGL', 'TRIP'],,,
AAPL,SHORT,2014-04-08,73.43,121,No-Exit,0,0,No-Exit,0,0,2014-04-09,74.5,-129.47,-129.47,-129.47,BB Spread,['GOOGL'],,,,
DISCA,SHORT,2014-08-08,41.06,137,2014-08-08,42.11,-143.85,No-Exit,0,0,2014-08-11,42.29,-168.51,-143.85,-143.85,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2007-11-16,316.97,30,No-Exit,0,0,2007-11-16,313.8,95.09,2014-12-31,537.74,-6623.1,95.09,95.09,BB Spread,['GOOGL'],,,,
GOOGL,SHORT,2013-10-04,437.5,16,No-Exit,0,0,2013-10-07,433.16,69.4,2014-12-31,537.74,-1603.84,69.4,69.4,BB Spread,[],,,,
Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,,Strategy,Current-Pos,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,75.1879699248,,100,,,,,,
