Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos,,,
VLO,SHORT,2008-06-09,45.87,4185,No-Exit,0,0,2008-06-12,45.3,2385.45,2385.45,BB 20 SMA Xover Mtm,[],,,
CME,LONG,2008-07-23,73.99,2625,No-Exit,0,0,2008-08-04,64.45,-25042.5,-25042.5,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2008-08-07,23.69,7196,No-Exit,0,0,2008-08-15,25.17,10650.08,10650.08,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2008-09-02,23.98,7531,No-Exit,0,0,2008-09-19,20.37,27176.15,27176.15,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2008-10-29,14.42,14314,No-Exit,0,0,2008-11-03,15.13,10203.84,10203.84,BB 20 SMA Xover Mtm,['RIG'],,,
RIG,LONG-SPY-NULL,2008-10-31,80.43,128,No-Exit,0,0,2008-11-06,77.16,-418.56,0,BB 20 SMA Xover Mtm,['TAP', 'HUM'],,
HUM,LONG,2008-11-06,36.37,2836,No-Exit,0,0,2008-11-12,33.22,-8933.4,-8933.4,BB 20 SMA Xover Mtm,['TAP', 'AAPL'],,
AAPL,SHORT,2008-11-07,14.02,1184,No-Exit,0,0,2008-11-13,13.68,402.56,402.56,BB 20 SMA Xover Mtm,['TAP'],,,
TAP,LONG,2008-11-06,43.55,2444,No-Exit,0,0,2008-11-25,42.88,-1637.48,-1637.48,BB 20 SMA Xover Mtm,[],,,
AMZN,LONG-SPY-NULL,2008-12-04,45.94,4512,No-Exit,0,0,2008-12-10,48.64,12182.4,0,BB 20 SMA Xover Mtm,[],,,
RIG,LONG,2009-01-05,52.53,4142,No-Exit,0,0,2009-01-08,54.22,6999.98,6999.98,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,LONG,2009-01-06,13.71,800,No-Exit,0,0,2009-01-14,12.14,-1253.71,-1253.71,BB 20 SMA Xover Mtm,['GD', 'FSLR'],,
FSLR,SHORT,2009-01-14,137.01,765,No-Exit,0,0,2009-01-15,143.38,-4873.05,-4873.05,BB 20 SMA Xover Mtm,['GD'],,,
GD,SHORT,2009-01-14,54.48,1960,No-Exit,0,0,2009-01-26,54.42,117.6,117.6,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,LONG,2009-01-23,12.75,16452,No-Exit,0,0,2009-01-30,13.03,4606.56,4606.56,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2009-02-20,12.77,17390,No-Exit,0,0,2009-02-25,13.16,-6757.26,-6757.26,BB 20 SMA Xover Mtm,[],,,
AMZN,SHORT,2009-03-09,61.07,3545,No-Exit,0,0,2009-03-10,65.42,-15420.75,-15420.75,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2009-03-12,13.37,15099,No-Exit,0,0,2009-03-30,14.93,23554.44,23554.44,BB 20 SMA Xover Mtm,[],,,
CME,LONG,2009-05-06,50.06,4489,No-Exit,0,0,2009-05-20,55.78,25677.08,25677.08,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2009-05-13,17.6,611,No-Exit,0,0,2009-05-26,18.69,-665.99,-665.99,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2009-07-13,19.99,12406,No-Exit,0,0,2009-07-21,21.9,23677.74,23677.74,BB 20 SMA Xover Mtm,[],,,
FSLR,LONG,2009-09-09,136.6,1992,No-Exit,0,0,2009-09-14,131.78,-9601.44,-9601.44,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2009-12-01,28.27,9246,2009-12-01,28.94,-6194.82,2009-12-09,27.89,3513.48,-6194.82,BB 20 SMA Xover Mtm,[],,,
EOG,LONG,2009-12-15,45.65,5798,No-Exit,0,0,2009-12-29,49.49,22264.32,22264.32,BB 20 SMA Xover Mtm,['FDX', 'AAPL'],,
AAPL,LONG,2009-12-22,28.6,430,No-Exit,0,0,2009-12-30,29.83,530.13,530.13,BB 20 SMA Xover Mtm,['FDX'],,,
FDX,SHORT,2009-12-18,83.63,158,No-Exit,0,0,2010-01-12,86.44,-443.98,-443.98,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,SHORT,2010-01-07,216.89,1316,No-Exit,0,0,2010-01-20,210.86,7935.48,7935.48,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2010-01-22,29.43,9972,No-Exit,0,0,2010-02-03,28.1,13262.76,13262.76,BB 20 SMA Xover Mtm,[],,,
CME,LONG,2010-02-25,58.7,5214,No-Exit,0,0,2010-03-09,61.38,13973.52,13973.52,BB 20 SMA Xover Mtm,['QCOM'],,,
QCOM,LONG,2010-03-04,39.08,392,No-Exit,0,0,2010-03-29,41.77,1054.48,1054.48,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2010-05-07,34.82,9198,No-Exit,0,0,2010-05-11,36.61,-16503.84,-16503.84,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2010-05-17,35.9,8487,No-Exit,0,0,2010-05-24,35.33,4873.96,4873.96,BB 20 SMA Xover Mtm,[],,,
FSLR,LONG,2010-06-16,118.44,96,No-Exit,0,0,2010-06-21,122.22,362.88,362.88,BB 20 SMA Xover Mtm,['PCLN', 'AAPL'],,
AAPL,LONG,2010-05-28,37.06,8463,No-Exit,0,0,2010-06-24,38.49,12140.66,12140.66,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,LONG,2010-06-17,198.87,3,No-Exit,0,0,2010-06-29,183.91,-44.88,-44.88,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2010-06-30,36.23,8864,No-Exit,0,0,2010-07-07,36.68,-3988.8,-3988.8,BB 20 SMA Xover Mtm,[],,,
AMZN,LONG,2010-07-13,120.71,2629,No-Exit,0,0,2010-07-15,119.45,-3312.54,-3312.54,BB 20 SMA Xover Mtm,[],,,
CMG,LONG,2010-07-26,146.96,2138,No-Exit,0,0,2010-08-06,148.29,2843.54,2843.54,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2010-08-12,35.24,8957,No-Exit,0,0,2010-09-01,35.41,-1509.89,-1509.89,BB 20 SMA Xover Mtm,[],,,
EOG,LONG,2010-09-13,46.58,6775,No-Exit,0,0,2010-09-17,44.24,-15819.62,-15819.62,BB 20 SMA Xover Mtm,[],,,
BLK,LONG,2010-11-12,172.91,1737,No-Exit,0,0,2010-11-23,163.95,-15563.52,-15563.52,BB 20 SMA Xover Mtm,[],,,
CRM,LONG,2011-01-06,36.04,7955,No-Exit,0,0,2011-01-20,33.3,-21776.81,-21776.81,BB 20 SMA Xover Mtm,['CMG', 'NFLX'],,
NFLX,LONG,2011-01-11,189.76,70,No-Exit,0,0,2011-01-20,186.82,-205.8,-205.8,BB 20 SMA Xover Mtm,['CMG'],,,
CMG,LONG,2011-01-14,231.94,2,No-Exit,0,0,2011-01-26,215.49,-32.9,-32.9,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2011-01-21,47.05,5618,No-Exit,0,0,2011-02-07,50.25,-17977.6,-17977.6,BB 20 SMA Xover Mtm,['FFIV'],,,
AMZN,LONG,2011-02-09,184.89,9,No-Exit,0,0,2011-02-16,187.35,22.14,22.14,BB 20 SMA Xover Mtm,['BWA', 'FFIV'],,
FFIV,LONG,2011-02-07,124.88,1790,No-Exit,0,0,2011-02-16,125.35,841.3,841.3,BB 20 SMA Xover Mtm,['BWA'],,,
BWA,LONG,2011-02-08,35.59,992,No-Exit,0,0,2011-02-22,39.48,3858.88,3858.88,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2011-03-10,49.85,5058,No-Exit,0,0,2011-03-22,48.94,4617.23,4617.23,BB 20 SMA Xover Mtm,[],,,
QCOM,LONG,2011-04-07,54.08,13,No-Exit,0,0,2011-04-12,52.05,-26.39,-26.39,BB 20 SMA Xover Mtm,['BLK', 'AMZN'],,
AMZN,LONG,2011-03-25,172.81,1484,No-Exit,0,0,2011-04-12,182.86,14914.2,14914.2,BB 20 SMA Xover Mtm,['BLK'],,,
NFLX,LONG,2011-05-10,238.77,1082,No-Exit,0,0,2011-05-16,238.74,-32.46,-32.46,BB 20 SMA Xover Mtm,['BLK', 'AAPL'],,
NFLX,SHORT,2011-05-17,234.72,1095,No-Exit,0,0,2011-05-23,248.99,-15625.65,-15625.65,BB 20 SMA Xover Mtm,['BLK', 'AAPL'],,
AAPL,SHORT,2011-05-16,48.16,271,No-Exit,0,0,2011-06-01,49.84,-454.89,-454.89,BB 20 SMA Xover Mtm,['BLK'],,,
BLK,LONG,2011-03-31,200.83,64,No-Exit,0,0,2011-06-03,195.99,-309.76,-309.76,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2011-06-28,47.91,5324,No-Exit,0,0,2011-07-12,49.96,10914.2,10914.2,BB 20 SMA Xover Mtm,[],,,
AMZN,SHORT,2011-08-03,209.58,1266,No-Exit,0,0,2011-08-10,200.76,11166.12,11166.12,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2011-08-05,53.37,5037,No-Exit,0,0,2011-08-12,54.01,-3223.68,-3223.68,BB 20 SMA Xover Mtm,[],,,
NFLX,LONG,2011-08-31,238.93,2,No-Exit,0,0,2011-09-02,208.71,-60.44,-60.44,BB 20 SMA Xover Mtm,['QCOM', 'PCLN', 'AAPL'],
PCLN,LONG,2011-08-29,510,268,No-Exit,0,0,2011-09-02,519.96,2669.28,2669.28,BB 20 SMA Xover Mtm,['QCOM', 'AAPL'],,
AAPL,LONG,2011-08-29,55.45,2466,No-Exit,0,0,2011-09-12,53.7,-4329.59,-4329.59,BB 20 SMA Xover Mtm,['QCOM'],,,
QCOM,LONG,2011-08-30,51.43,257,No-Exit,0,0,2011-09-19,53.06,418.91,418.91,BB 20 SMA Xover Mtm,[],,,
AMZN,SHORT,2011-09-30,218.19,617,No-Exit,0,0,2011-10-05,219.13,-579.98,-579.98,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2011-09-30,55.24,2459,No-Exit,0,0,2011-10-06,54.04,2950.8,2950.8,BB 20 SMA Xover Mtm,[],,,
PCLN,LONG,2011-10-24,500.41,273,No-Exit,0,0,2011-11-01,492.08,-2274.09,-2274.09,BB 20 SMA Xover Mtm,['CMG'],,,
CMG,LONG,2011-10-24,336.82,406,No-Exit,0,0,2011-11-21,304.83,-12987.94,-12987.94,BB 20 SMA Xover Mtm,['PCLN', 'CRM'],,
CRM,SHORT,2011-11-18,29.86,2274,No-Exit,0,0,2011-11-28,27.28,5866.92,5866.92,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,SHORT,2011-11-18,508.27,139,No-Exit,0,0,2011-11-28,482.65,3561.18,3561.18,BB 20 SMA Xover Mtm,[],,,
NFLX,LONG,2011-12-13,76.01,177,No-Exit,0,0,2011-12-19,68.83,-1270.86,-1270.86,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,LONG,2011-12-02,55.97,4796,No-Exit,0,0,2012-01-12,59.86,18656.44,18656.44,BB 20 SMA Xover Mtm,['FFIV', 'CRM'],,
CRM,LONG,2012-01-11,26.46,25,No-Exit,0,0,2012-01-27,28.81,58.81,58.81,BB 20 SMA Xover Mtm,['FFIV'],,,
FFIV,LONG,2012-01-10,111.99,109,No-Exit,0,0,2012-01-27,117,546.1,546.1,BB 20 SMA Xover Mtm,[],,,
NFLX,LONG,2012-03-20,115.47,119,No-Exit,0,0,2012-03-28,120.25,568.82,568.82,BB 20 SMA Xover Mtm,['AGN'],,,
AGN,LONG,2012-02-15,60.79,4707,No-Exit,0,0,2012-04-09,66.16,25276.59,25276.59,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2012-04-16,85.6,3622,No-Exit,0,0,2012-04-24,80.37,18932.71,18932.71,BB 20 SMA Xover Mtm,['CMG'],,,
CMG,SHORT,2012-04-23,413.9,734,No-Exit,0,0,2012-05-01,421.41,-5512.34,-5512.34,BB 20 SMA Xover Mtm,[],,,
CTXS,SHORT,2012-05-11,77.57,3710,No-Exit,0,0,2012-05-21,77.88,-1150.1,-1150.1,BB 20 SMA Xover Mtm,['DISCA'],,,
AAPL,LONG,2012-05-24,82.32,3556,No-Exit,0,0,2012-06-04,78.77,-12623.8,-12623.8,BB 20 SMA Xover Mtm,['DISCA'],,,
DISCA,SHORT,2012-05-09,50.29,6420,No-Exit,0,0,2012-06-06,49.3,6355.8,6355.8,BB 20 SMA Xover Mtm,[],,,
AMZN,SHORT,2012-07-11,217.31,726,No-Exit,0,0,2012-07-19,227.3,-7252.74,-7252.74,BB 20 SMA Xover Mtm,['QCOM', 'PCLN', 'FFIV', 'CRM']
PCLN,SHORT,2012-07-11,642.16,245,No-Exit,0,0,2012-07-19,677.66,-8697.5,-8697.5,BB 20 SMA Xover Mtm,['QCOM', 'FFIV', 'CRM'],
FFIV,LONG,2012-07-19,99.58,1005,No-Exit,0,0,2012-07-23,90.84,-8783.7,-8783.7,BB 20 SMA Xover Mtm,['QCOM', 'CRM'],,
CRM,LONG,2012-07-19,34.06,2797,No-Exit,0,0,2012-07-25,31.38,-7495.96,-7495.96,BB 20 SMA Xover Mtm,['QCOM'],,,
NFLX,SHORT-SPY-NULL,2012-07-26,59.31,3082,No-Exit,0,0,2012-08-06,54.82,13853.59,0,BB 20 SMA Xover Mtm,['QCOM'],,,
QCOM,LONG,2012-07-19,58.85,1811,No-Exit,0,0,2012-08-21,62.27,6193.62,6193.62,BB 20 SMA Xover Mtm,['NFLX', 'CRM'],,
CRM,LONG,2012-08-07,33.51,5882,No-Exit,0,0,2012-08-22,36.44,17234.26,17234.26,BB 20 SMA Xover Mtm,['NFLX'],,,
NFLX,LONG,2012-08-16,63.89,154,No-Exit,0,0,2012-08-23,64.48,90.86,90.86,BB 20 SMA Xover Mtm,[],,,
NFLX,SHORT-SPY-NULL,2012-08-31,59.88,135,No-Exit,0,0,2012-09-07,56.68,432,0,BB 20 SMA Xover Mtm,['PCLN', 'FFIV'],,
FFIV,SHORT-SPY-NULL,2012-08-31,96.42,84,No-Exit,0,0,2012-09-07,99.73,-278.04,0,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,LONG,2012-08-30,609.24,526,No-Exit,0,0,2012-09-20,633.94,12992.2,12992.2,BB 20 SMA Xover Mtm,['PM'],,,
PM,LONG,2012-09-18,91.6,179,No-Exit,0,0,2012-10-09,92.11,91.29,91.29,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2012-09-26,95.26,3334,No-Exit,0,0,2012-10-11,92.36,9678.13,9678.13,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2012-11-26,82.46,4153,No-Exit,0,0,2012-12-05,81.27,-4930.2,-4930.2,BB 20 SMA Xover Mtm,[],,,
CTXS,LONG,2012-12-10,62.65,5391,No-Exit,0,0,2012-12-20,65.63,16065.18,16065.18,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2013-01-02,79.12,221,No-Exit,0,0,2013-01-14,71.81,-1614.56,-1614.56,BB 20 SMA Xover Mtm,['AMZN', 'EQT'],,
AMZN,SHORT,2012-12-27,246.15,71,2013-01-07,262.97,-1194.22,2013-01-14,268,-1551.35,-1194.22,BB 20 SMA Xover Mtm,['EQT'],,,
EQT,LONG-SPY-NULL,2012-12-21,59.76,5908,No-Exit,0,0,2013-01-29,59.52,-1417.92,0,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2013-03-18,64.01,5447,No-Exit,0,0,2013-03-27,65.21,6528.62,6528.62,BB 20 SMA Xover Mtm,['PCLN'],,,
HUM,LONG,2013-03-28,69.41,5109,No-Exit,0,0,2013-04-05,78.38,45827.73,45827.73,BB 20 SMA Xover Mtm,['PCLN', 'THC'],,
PCLN,SHORT,2013-03-19,689.84,25,No-Exit,0,0,2013-04-11,720.91,-776.75,-776.75,BB 20 SMA Xover Mtm,['THC'],,,
THC,SHORT,2013-04-04,43.65,405,No-Exit,0,0,2013-04-23,40.44,1300.05,1300.05,BB 20 SMA Xover Mtm,['PCLN'],,,
VLO,LONG,2013-04-25,42.39,2934,No-Exit,0,0,2013-05-01,39.53,-8391.24,-8391.24,BB 20 SMA Xover Mtm,['GD', 'BRCM', 'PCLN', 'AAPL']
PCLN,SHORT,2013-04-19,683.11,581,No-Exit,0,0,2013-05-03,722.08,-22641.57,-22641.57,BB 20 SMA Xover Mtm,['GD', 'BRCM', 'AAPL'],
AAPL,LONG,2013-04-30,62.16,413,No-Exit,0,0,2013-05-10,64.91,1136.93,1136.93,BB 20 SMA Xover Mtm,['GD', 'BRCM'],,
BRCM,LONG,2013-04-25,35.44,3633,No-Exit,0,0,2013-05-14,36.12,2470.44,2470.44,BB 20 SMA Xover Mtm,['GD'],,,
GD,LONG,2013-04-25,72.45,1757,No-Exit,0,0,2013-05-22,77.36,8626.87,8626.87,BB 20 SMA Xover Mtm,['AAPL'],,,
FSLR,SHORT,2013-06-12,49.56,5816,No-Exit,0,0,2013-06-17,46.31,18902,18902,BB 20 SMA Xover Mtm,['AXP', 'VLO', 'AAPL', 'FFIV']
FFIV,SHORT,2013-06-04,78.37,4399,No-Exit,0,0,2013-06-18,75.66,11921.29,11921.29,BB 20 SMA Xover Mtm,['AXP', 'VLO', 'AAPL'],
AXP,SHORT,2013-06-13,73.97,4061,No-Exit,0,0,2013-06-26,74.11,-568.54,-568.54,BB 20 SMA Xover Mtm,['VLO', 'AAPL'],,
VLO,SHORT,2013-06-05,38.57,8504,No-Exit,0,0,2013-06-26,35.31,27723.04,27723.04,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2013-05-16,60.46,4154,No-Exit,0,0,2013-07-01,57.6,11892.31,11892.31,BB 20 SMA Xover Mtm,[],,,
FFIV,LONG,2013-07-11,74.6,6157,No-Exit,0,0,2013-07-19,79.95,32939.95,32939.95,BB 20 SMA Xover Mtm,[],,,
AAPL,SHORT,2013-09-11,66.72,6843,No-Exit,0,0,2013-09-18,66.5,1476.23,1476.23,BB 20 SMA Xover Mtm,[],,,
NFLX,SHORT,2013-10-09,299.3,682,No-Exit,0,0,2013-10-14,322.31,-15692.82,-15692.82,BB 20 SMA Xover Mtm,['HCP', 'PCLN', 'AMZN'],
HCP,SHORT,2013-10-04,39.42,12180,No-Exit,0,0,2013-10-17,42.35,-35687.4,-35687.4,BB 20 SMA Xover Mtm,['PCLN', 'AMZN'],,
AMZN,SHORT,2013-10-08,306.93,1349,No-Exit,0,0,2013-10-18,319.36,-16768.07,-16768.07,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,SHORT,2013-10-09,988.15,138,No-Exit,0,0,2013-10-21,1071.91,-11558.88,-11558.88,BB 20 SMA Xover Mtm,[],,,
DTV,SHORT,2013-12-17,65.09,310,No-Exit,0,0,2013-12-30,68.05,-917.6,-917.6,BB 20 SMA Xover Mtm,['EOG', 'CPB'],,
FSLR,LONG,2014-01-03,58.01,33,No-Exit,0,0,2014-01-06,54.09,-129.36,-129.36,BB 20 SMA Xover Mtm,['EOG', 'CPB'],,
EOG,LONG,2013-12-20,83.49,220,No-Exit,0,0,2014-01-14,82.03,-321.2,-321.2,BB 20 SMA Xover Mtm,['CPB'],,,
CPB,LONG,2013-12-09,42.85,9438,No-Exit,0,0,2014-02-05,39.62,-30484.74,-30484.74,BB 20 SMA Xover Mtm,[],,,
AAPL,LONG,2014-02-11,76.33,4902,No-Exit,0,0,2014-02-19,76.72,1911.78,1911.78,BB 20 SMA Xover Mtm,[],,,
PCLN,SHORT,2014-03-14,1286.73,292,No-Exit,0,0,2014-03-31,1205.46,23730.84,23730.84,BB 20 SMA Xover Mtm,['CMG', 'AMZN'],,
AMZN,SHORT-SPY-NULL,2014-03-24,357.01,1062,No-Exit,0,0,2014-04-01,343.43,14421.96,0,BB 20 SMA Xover Mtm,['CMG'],,,
CMG,SHORT-SPY-NULL,2014-03-26,564.97,688,No-Exit,0,0,2014-04-09,555.36,6611.68,0,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2014-04-07,75.21,5520,No-Exit,0,0,2014-04-23,75.58,-2042.4,-2042.4,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,LONG,2014-04-17,1224.37,301,No-Exit,0,0,2014-04-25,1158.05,-19962.32,-19962.32,BB 20 SMA Xover Mtm,[],,,
NFLX,LONG,2014-05-05,344.06,29,No-Exit,0,0,2014-05-07,320.68,-678.02,-678.02,BB 20 SMA Xover Mtm,['AGN', 'MSI'],,
AGN,LONG,2014-05-01,206.37,1926,No-Exit,0,0,2014-05-08,195.83,-20300.04,-20300.04,BB 20 SMA Xover Mtm,['MSI'],,,
MSI,LONG,2014-05-05,66.17,151,No-Exit,0,0,2014-05-15,66.69,78.52,78.52,BB 20 SMA Xover Mtm,['CRM'],,,
AMZN,LONG,2014-05-22,308.06,90,No-Exit,0,0,2014-06-13,327.05,1709.1,1709.1,BB 20 SMA Xover Mtm,['CRM'],,,
CRM,LONG,2014-05-13,53.96,6823,No-Exit,0,0,2014-06-20,57.01,20810.15,20810.15,BB 20 SMA Xover Mtm,[],,,
THC,LONG,2014-07-17,49.2,8112,No-Exit,0,0,2014-07-30,53.07,31393.44,31393.44,BB 20 SMA Xover Mtm,['TSN'],,,
TSN,SHORT-SPY-NULL,2014-07-30,38.78,515,No-Exit,0,0,2014-08-12,37.3,762.2,0,BB 20 SMA Xover Mtm,[],,,
NFLX,SHORT,2014-09-16,448.4,865,No-Exit,0,0,2014-10-03,456.81,-7274.65,-7274.65,BB 20 SMA Xover Mtm,['JNJ', 'AAPL'],,
JNJ,SHORT,2014-10-02,103.26,3933,No-Exit,0,0,2014-10-20,98.83,17423.19,17423.19,BB 20 SMA Xover Mtm,['AAPL'],,,
AAPL,SHORT,2014-09-04,97.95,4386,No-Exit,0,0,2014-10-21,103.02,-22237.02,-22237.02,BB 20 SMA Xover Mtm,[],,,
AMZN,LONG,2014-11-11,308.16,1311,No-Exit,0,0,2014-12-01,330.23,28933.77,28933.77,BB 20 SMA Xover Mtm,['PCLN'],,,
AAPL,SHORT,2014-12-09,110.19,3827,No-Exit,0,0,2014-12-18,111.87,-6429.36,-6429.36,BB 20 SMA Xover Mtm,['PCLN'],,,
PCLN,SHORT,2014-11-05,1086.72,384,No-Exit,0,0,2014-12-22,1117.89,-11969.28,-11969.28,BB 20 SMA Xover Mtm,[],,,
NFLX,LONG,2014-12-26,345.52,1239,No-Exit,0,0,2014-12-31,343.23,-2837.31,-2837.31,BB 20 SMA Xover Mtm,[],,,
