Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,,Strategy,Current-Pos,,,,,,,
HK_2338,LONG,2011-04-04,49.64,123,No-Exit,0,0,2011-04-04,50.15,63.16,2011-05-13,47.82,-223.86,63.16,63.16,BB 20 SMA Xover Mtm,['HK_1088', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0914', 'HK_0700'],,
HK_1044,LONG,2011-04-07,60.55,92,No-Exit,0,0,2011-04-11,61.18,57.96,2011-08-09,57.99,-235.52,57.96,57.96,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_0941', 'HK_0700'],,,
HK_0700,LONG,2011-01-05,179.68,43,No-Exit,0,0,2011-01-12,181.49,77.62,2011-08-19,173.43,-268.75,77.62,77.62,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0700'],,,,
HK_0700,LONG,2011-09-01,190,32,No-Exit,0,0,2011-09-01,191.88,60.03,2011-09-06,180,-320,60.03,60.03,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0168', 'HK_0683', 'HK_0700'],,,,
HK_2338,LONG,2011-08-31,37.75,196,No-Exit,0,0,2011-08-31,38.14,76.05,2011-09-14,35.44,-452.78,76.05,76.05,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2338,LONG,2011-10-13,36,205,No-Exit,0,0,2011-10-13,36.37,76.67,2011-10-18,34.94,-217.3,76.67,76.67,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0941', 'HK_0700'],,,,
HK_0700,LONG,2011-10-25,176.2,37,No-Exit,0,0,2011-10-27,178,66.6,2011-11-08,171,-192.4,66.6,66.6,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0168', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,
HK_0392,LONG,2011-11-09,42.57,141,No-Exit,0,0,No-Exit,0,0,2011-11-10,40.8,-249.57,-249.57,-249.57,BB 20 SMA Xover Mtm,['HK_2338', 'HK_0168', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,
HK_2338,LONG,2011-10-25,35.91,157,No-Exit,0,0,2011-10-25,36.27,57.3,2011-11-21,36.51,94.2,57.3,94.2,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_0941,LONG,2011-11-02,75.85,72,No-Exit,0,0,2011-11-02,76.61,55.04,2011-11-25,74.05,-129.6,55.04,55.04,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_2338,LONG,2011-12-02,38.48,169,No-Exit,0,0,2011-12-02,38.87,65.4,2011-12-06,37.57,-153.79,65.4,65.4,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_2338,LONG,2012-01-11,38.89,150,No-Exit,0,0,2012-01-11,39.28,58.28,2012-01-17,37.4,-223.5,58.28,58.28,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,
HK_1044,LONG,2012-06-12,77.16,66,No-Exit,0,0,2012-06-14,77.93,50.82,2012-06-22,73.95,-211.86,50.82,50.82,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_0168,LONG,2012-09-12,43.43,102,No-Exit,0,0,No-Exit,0,0,2012-09-18,42.57,-87.72,-87.72,-87.72,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_1044,LONG,2012-11-29,71.66,66,No-Exit,0,0,No-Exit,0,0,2012-11-30,69.99,-110.22,-110.22,-110.22,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_2333,LONG,2012-09-10,54.36,90,No-Exit,0,0,2012-09-10,54.91,49.84,2012-12-11,71.25,1520.1,49.84,1520.1,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,LONG,2013-01-03,261,20,No-Exit,0,0,2013-01-16,263.6,52.08,2013-03-21,247.88,-262.4,52.08,52.08,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0392,LONG,2013-05-08,61.71,79,No-Exit,0,0,2013-05-08,62.33,49.02,2013-06-21,58,-293.09,49.02,49.02,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0392,LONG,2013-07-23,55.9,94,No-Exit,0,0,2013-07-23,56.45,52.12,2013-07-29,54.2,-159.8,52.12,52.12,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2688,LONG,2013-09-09,39.64,97,No-Exit,0,0,2013-09-09,40.04,38.32,2013-09-12,38.77,-84.39,38.32,38.32,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0168,LONG,2013-09-09,60.4,72,No-Exit,0,0,No-Exit,0,0,2013-09-13,59.19,-87.12,-87.12,-87.12,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_2018,LONG,2013-09-17,36.46,119,No-Exit,0,0,2013-09-17,36.83,43.79,2013-09-30,35.63,-98.77,43.79,43.79,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0168,LONG,2013-09-30,60.6,64,2013-09-30,58.92,-107.52,2013-09-30,61.19,37.76,2013-10-02,58.65,-124.8,-107.52,-107.52,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,LONG,2013-11-18,429,9,No-Exit,0,0,No-Exit,0,0,2013-11-19,415.33,-123.03,-123.03,-123.03,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,
HK_2333,LONG,2013-11-19,145.2,24,No-Exit,0,0,No-Exit,0,0,2013-11-21,136.16,-216.96,-216.96,-216.96,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0941,LONG,2013-11-26,81.86,45,No-Exit,0,0,2013-11-28,82.7,37.8,2013-12-16,80.23,-73.35,37.8,37.8,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0168,LONG,2013-11-18,63.9,71,No-Exit,0,0,2013-11-18,64.57,47.64,2013-12-20,61.8,-149.1,47.64,47.64,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_0700'],,,
HK_1044,LONG,2014-03-07,84.18,45,No-Exit,0,0,No-Exit,0,0,2014-03-10,82.38,-81,-81,-81,BB 20 SMA Xover Mtm,['HK_0168', 'HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0168,LONG,2014-02-27,57.62,74,No-Exit,0,0,2014-03-03,58.2,43.29,2014-03-19,56.39,-91.02,43.29,43.29,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0168,LONG,2014-04-07,58.23,70,No-Exit,0,0,2014-04-07,58.82,40.99,2014-04-11,56.45,-124.6,40.99,40.99,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_0941', 'HK_1044', 'HK_0700'],,,
HK_0941,LONG,2014-04-01,71.71,63,No-Exit,0,0,2014-04-08,72.43,45.23,2014-04-24,68.6,-195.93,45.23,45.23,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_0700'],,,,
HK_0700,LONG,2009-09-07,123.52,61,No-Exit,0,0,2009-09-07,124.8,78.08,2014-05-15,102.8,-1263.92,78.08,78.08,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_0700'],,,
HK_0700,LONG,2013-09-03,380.16,12,No-Exit,0,0,2013-09-03,383.96,45.58,2014-05-15,102.8,-3328.32,45.58,45.58,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_2688'],,,,
HK_0392,LONG,2014-05-23,70.7,69,No-Exit,0,0,No-Exit,0,0,2014-05-30,66.48,-291.18,-291.18,-291.18,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044'],,,,,
HK_2333,LONG,2014-07-04,93.9,38,No-Exit,0,0,2014-07-04,94.85,36.08,2014-07-10,88.81,-193.42,36.08,36.08,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_1211', 'HK_0700'],,
HK_2018,LONG,2014-08-20,48.58,65,No-Exit,0,0,No-Exit,0,0,2014-08-25,47.15,-92.95,-92.95,-92.95,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_2688', 'HK_1211', 'HK_2018', 'HK_0700'],
HK_2688,LONG,2014-06-20,55.3,71,No-Exit,0,0,2014-06-20,55.86,39.76,2014-08-26,53.9,-99.4,39.76,39.76,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018', 'HK_0700'],,
HK_0392,LONG,2014-08-07,72.11,48,No-Exit,0,0,2014-08-12,72.83,34.56,2014-08-29,68.52,-172.32,34.56,34.56,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018', 'HK_0700'],
HK_1211,LONG,2014-06-06,40.55,121,No-Exit,0,0,2014-06-10,40.96,50.21,2014-09-05,56.7,1954.15,50.21,1954.15,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_0700'],,,
HK_0700,LONG,2014-06-12,117.56,37,No-Exit,0,0,2014-06-12,118.72,42.77,2014-09-11,120.5,108.78,42.77,108.78,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044'],,,,
HK_2333,LONG,2014-08-26,96.96,32,No-Exit,0,0,2014-08-26,97.94,31.34,2014-09-15,94.93,-64.96,31.34,31.34,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_2018'],,,
HK_0168,LONG,2014-11-17,56,71,2014-11-17,54.66,-95.14,No-Exit,0,0,2014-11-18,54.05,-138.45,-95.14,-95.14,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,
HK_1211,LONG,2014-11-27,47.98,82,No-Exit,0,0,2014-11-27,48.46,39.03,2014-12-01,46.84,-93.48,39.03,39.03,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,
HK_2018,LONG,2014-11-26,45.8,87,No-Exit,0,0,2014-11-26,46.26,40.24,2014-12-01,44.27,-133.11,40.24,40.24,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,
HK_1044,LONG,2014-10-30,80.5,54,No-Exit,0,0,2014-11-03,81.32,44.23,2014-12-11,77.46,-164.16,44.23,44.23,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,
HK_1044,LONG,2011-10-24,66.95,112,No-Exit,0,0,2011-10-26,67.62,75.26,2014-12-31,80.35,1500.8,75.26,1500.8,BB 20 SMA Xover Mtm,['HK_0392', 'HK_2333', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,
HK_2333,LONG,2014-10-29,97.2,51,No-Exit,0,0,2014-10-29,98.19,50.72,2014-12-31,129.15,1629.45,50.72,1629.45,BB 20 SMA Xover Mtm,['HK_0392', 'HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,,
HK_0392,LONG,2011-12-09,43.53,150,No-Exit,0,0,2011-12-13,43.95,63.52,2014-12-31,60.55,2553,63.52,2553,BB 20 SMA Xover Mtm,['HK_0683', 'HK_1044', 'HK_1211', 'HK_2018'],,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,189,194,,,,,,,,,
