Company Name,Stock Symbol,DPM,Cycle,Traded at C2,LEAPS 2015,LEAPS 2016,LEAPS 2017,Product Types,,,
OLYMPIC STEEL INC,ZEUS,BARCLAYS,1,,,,,,,,
OM GROUP INC.,OMG,SIG,3,,,,,,,,
OMEGA HEALTHCARE INVS INC,OHI,SIG,3,,,,,,,,
OMEGA PROTEIN CORP,OME,GROUP ONE:AMGN,2,,,,,,,,
OMEROS CORPORATION,OMER,GROUP ONE:WOX,2,,,,,,,,
OMNICARE INC,OCR,MORGAN,3,,,,,,,,
OMNICOM GROUP INC,OMC,SIG:MU,1,,,,,,,,
OMNIVISION TECHNOLOGIES INC,OVTI,SIG:MCD,3,,,,Y,L,,,
OMNOVA SOLUTIONS INC,OMN,WOLVERINE,2,,,,,,,,
ON ASSIGNMENT INC.,ASGN,WOLVERINE,3,,,,,,,,
ON DECK CAPITAL INC,ONDK,CITADEL,2,,,,,,,,
ON SEMICONDUCTOR CORP,ON,WOLVERINE,1,,,,,,,,
ONCOGENEX PHARMACEUTICALS INC  COM,OGXI,GROUP ONE:HGSI,1,,,,,,,,
ONCOLYTICS BIOTECH INC,ONCY,GROUP ONE:AMGN,3,,,,,,,,
ONCONOVA THERAPEUTICS INC,ONTX,GROUP ONE:AMGN,1,,,,,,,,
ONCOTHYREON INC,ONTY,MORGAN,2,,,,,,,,
ONE GAS INC.,OGS,WOLVERINE,1,,,,,,,,
ONEOK INC (NEW),OKE,SIG:EMC,1,,,,,,,,
ONEOK PARTNERS LP,OKS,TIMBER:USG,1,,,,,,,,
OPEN TEXT CORP,OTEX,SIG:MMM,2,,,,,,,,
OPHTHOTECH CORPORATION,OPHT,SIG:MMM,3,,,,,,,,
OPKO HEALTH  INC.,OPK,GROUP ONE:AMGN,3,Y,,,Y,L,W,,
OPOWER INC.,OPWR,SIG:MMM,2,,,,,,,,
ORACLE CORPORATION,ORCL,CITADEL,3,Y,,,Y,L,W,,
ORAMED PHARMACEUTICALS INC,ORMP,GROUP ONE:AMGN,2,,,,,,,,
ORANGE,ORAN,GROUP ONE:AMGN,2,,,,,,,,
ORASURE TECHNOLOGIES INC,OSUR,CITADEL,1,,,,,,,,
ORBITAL ATK  INC,OA,SIG:MU,2,,,,,,,,
ORBITZ WORLDWIDE  INC.,OWW,SIG:MU,2,,,,Y,L,,,
OREXIGEN THERAPEUTICS,OREX,MORGAN,1,,,,Y,L,,,
ORGANOVO HOLDINGS  INC.,ONVO,CITADEL,2,,,,Y,L,,,
ORIENT PAPER INC,ONP,CITADEL,2,,,,,,,,
ORIGIN AGRITECH LTD.,SEED,SIG:UPS,2,Y,,,,,,,
ORION ENERGY SYSTEMS INC,OESX,SIG:MMM,2,,,,,,,,
ORION MARINE GROUP INC,ORN,BARCLAYS,3,,,,,,,,
ORITANI FINANCIAL CORP,ORIT,WOLVERINE,1,,,,,,,,
ORMAT TECHNOLOGIES  INC.,ORA,SIG:MMM,3,,,,,,,,
ORTHOFIX INTL N V,OFIX,SIG:MMM,2,,,,,,,,
OSHKOSH  CORPORATION,OSK,MORGAN,1,,,,,,,,
OSI SYSTEMS INC,OSIS,CITADEL,1,,,,,,,,
OSIRIS THERAPEUTICS  INC.,OSIR,GROUP ONE:HGSI,2,,,,,,,,
OTONOMY  INC.,OTIC,CITADEL,3,,,,,,,,
OUTERWALL INC.,OUTR,SIG:MMM,1,,,,Y,L,W,,
OUTFRONT MEDIA INC.,OUT,MORGAN,3,,,,Y,L,,,
OVASCIENCE INC,OVAS,CITADEL,3,,,,,,,,
OVERSTOCK COM INC DEL,OSTK,GROUP ONE:HGSI,3,,,,,,,,
OWENS CORNING  INC.,OC,CITIGROUP:BRCM,2,,,,,,,,
OWENS-ILLINOIS INC,OI,CITADEL,2,,,,,,,,
OXFORD INDUSTRIES  INC.,OXM,SIG:MMM,1,,,,,,,,
OXIGENE  INC.,OXGN,GROUP ONE:AMGN,1,,,,,,,,
P M C SIERRA INC,PMCS,CITIGROUP:BRCM,2,,,,Y,L,,,
P OIL & GAS EXPLORATION & PRODUCTION ETF,XOP,CITADEL/SP,3,Y,,,Y,E,L,W,
PACCAR INC,PCAR,SIG:MU,2,,,,,,,,
PACIFIC BIOSCIENCES OF CALIFORNIA INC,PACB,GROUP ONE:HGSI,3,,,,,,,,
PACIFIC COAST OIL TRUST,ROYT,SIG,3,,,,,,,,
PACIFIC DRILLING SA,PACD,GROUP ONE:AMGN,1,,,,,,,,
PACIFIC ETHANOL  INC.,PEIX,GROUP ONE:AMGN,1,,,,Y,L,,,
PACIFIC SUNWEAR OF CAL. INC,PSUN,SIG:MMM,3,,,,,,,,
PACIRA PHARMACEUTICALS INC,PCRX,SIG,2,,,,,,,,
PACKAGING CORP OF AMERICA,PKG,TIMBER:USG,1,,,,,,,,
PACWEST BANCORP.,PACW,SIG:MMM,3,,,,,,,,
PAIN THERAPEUTICS INC,PTIE,SIG:MU,1,,,,,,,,
PALL CORP,PLL,WOLVERINE,3,,,,,,,,
PALO ALTO NETWORKS INC.,PANW,SIG,3,Y,,,Y,L,W,,
PAN AMERICAN SILVER CORP,PAAS,TIMBER:USG,1,,,,Y,L,,,
PANDORA MEDIA INC,P,MORGAN,3,Y,,,Y,L,W,,
PANERA BREAD COMPANY CL-A,PNRA,SIG:MMM,2,,,,Y,L,,,
PANHANDLE OIL & GAS  INC.,PHX,WOLVERINE,2,,,,,,,,
PAPA JOHNS INTL INC,PZZA,BARCLAYS,1,,,,,,,,
PAPA MURPHY''S HOLDINGS  INC.,FRSH,GROUP ONE:AMGN,2,,,,,,,,
PARAGON OFFSHORE PLC,PGN,SIG:MU,3,,,,,,,,
PARAMOUNT GROUP INC.,PGRE,GROUP ONE:WOX,1,,,,,,,,
PAREXEL INTERNATIONAL CORP,PRXL,MORGAN,3,,,,,,,,
PARK CITY GROUP INC,PCYG,WOLVERINE,3,,,,,,,,
PARK NATIONAL CORP.,PRK,SIG:MMM,3,,,,,,,,
PARKER DRILLING COMPANY,PKD,GROUP ONE:AMGN,1,,,,,,,,
PARKER-HANNIFIN CORP,PH,BARCLAYS,2,,,,,,,,
PARKERVISION  INC.,PRKR,CITADEL,1,,,,Y,L,,,
PARKWAY PROPERTIES INC,PKY,SIG:UPS,3,,,,,,,,
PARSLEY ENERGY INC.,PE,SIG:MMM,3,,,,,,,,
PARTNERRE LTD,PRE,BARCLAYS,2,,,,,,,,
PARTY CITY HOLDCO INC.,PRTY,CITADEL,1,,,,,,,,
PATTERN ENERGY GROUP INC,PEGI,GROUP ONE:WOX,3,,,,,,,,
PATTERSON COMPANIES INC,PDCO,SIG:EMC,1,,,,,,,,
PATTERSON-UTI ENERGY INC,PTEN,CITADEL,2,,,,,,,,
PAYCHEX INC,PAYX,CITADEL,3,,,,Y,L,,,
PAYLOCITY HOLDING CORPORATION,PCTY,SIG:MMM,2,,,,,,,,
PBF ENERGY INC.,PBF,SIG,3,,,,,,,,
PBF LOGISTICS LP,PBFX,SIG:MMM,1,,,,,,,,
PDC ENERGY  INC,PDCE,GROUP ONE:HGSI,1,,,,,,,,
PDF SOLUTIONS INC,PDFS,WOLVERINE,2,,,,,,,,
PDL BIOPHARMA INC,PDLI,SIG:MCD,2,,,,,,,,
PEABODY ENERGY CORP,BTU,MORGAN,3,Y,,,Y,L,W,,
PEAK RESORTS  INC,SKIS,GROUP ONE:AMGN,3,,,,,,,,
PEBBLEBROOK HOTEL TRUST,PEB,SIG:MMM,3,,,,,,,,
PEENYMAC MTG INVST TR,PMT,GROUP ONE:WOX,1,,,,,,,,
PEGASYSTEMS INC,PEGA,SIG,3,,,,,,,,
PEMBINA PIPELINE CORP.,PBA,GROUP ONE:AMGN,2,,,,,,,,
PENGROWTH ENERGY CORP,PGH,GROUP ONE:WOX,1,,,,,,,,
PENN NATL GAMING INC,PENN,SIG:EMC,1,,,,,,,,
PENN VIRGINIA CORP.,PVA,CITADEL,3,Y,,,Y,L,,,
PENN VIRGINIA GP HLDNG L.P.,PVG,GROUP ONE:HGSI,3,,,,,,,,
PENN WEST PETROLEUM LTD,PWE,SIG:MMM,3,,,,Y,L,,,
PENNANT INVESTMENT GROUP,PNNT,WOLVERINE,3,,,,,,,,
PENNEY J.C. CO INC (HOLDING COMPANY,JCP,SIG:MU,2,Y,,,Y,L,W,,
PENNYMAC FINANCIAL SERVICES  INC.,PFSI,GROUP ONE:HGSI,2,,,,,,,,
PENSKE AUTOMOTIVE GROUP  INC.,PAG,BARCLAYS,2,,,,,,,,
PENTAIR LTD.,PNR,WOLVERINE,2,,,,,,,,
PEOPLE''S UNITED FINANCIAL  INC.,PBCT,BARCLAYS,2,,,,,,,,
PEP BOYS MANNY MOE& JACK,PBY,BARCLAYS,1,,,,,,,,
PEPCO HOLDINGS  INC.,POM,GROUP ONE:AMGN,2,,,,,,,,
PEPSICO INC,PEP,SIG:MMM,1,Y,,,Y,L,W,,
PERCEPTRON INC,PRCP,WOLVERINE,1,,,,,,,,
PEREGRINE PHARMACEUTICALS INC,PPHM,GROUP ONE:AMGN,1,,,,,,,,
PERFECT WORLD CO.  LTD.,PWRD,SIG:MMM,3,,,,,,,,
PERFICIENT INC,PRFT,WOLVERINE,1,,,,,,,,
PERFORMANT FINANCIAL CORPORATION,PFMT,WOLVERINE,1,,,,,,,,
PERICOM SEMICONDUCTOR CORP,PSEM,WOLVERINE,1,,,,,,,,
PERION NETWORK LTD.,PERI,SIG:MMM,1,,,,,,,,
PERITUS HIGH YIELD ETF,HYLD,WOLVERINE,1,,,,,E,,,
PERKINELMER INC,PKI,SIG:MCD,3,,,,,,,,
PERMIAN BASIN RTY TR UNIT BEN INT,PBT,CITADEL,3,,,,,,,,
PERNIX THERAPEUTICS HOLDINGS  INC.,PTX,GROUP ONE:AMGN,2,,,,,,,,
PERRIGO CO PLC,PRGO,GROUP ONE:HGSI,2,,,,Y,L,,,
PERRY ELLIS INTERNATIONAL  INC.,PERY,WOLVERINE,3,,,,,,,,
PERSEON CORPORATION,PRSN,GROUP ONE:AMGN,2,,,,,,,,
PETMED EXPRESS INC,PETS,GROUP ONE:AMGN,3,,,,,,,,
PETRO BRAS SA PETROBAS ADS (EA REPT,PBR,MORGAN,1,Y,,,Y,L,W,,
PETROBRAS ARGENTINA S.A.,PZE,SIG:MU,1,,,,,,,,
PETROCHINA CO LTD ADS(RP100 H,PTR,BARCLAYS,3,,,,,,,,
PETROLEO BRASILEIRO SA PETRO ADS,PBRA,MORGAN,3,,,,,,,,
PETROQUEST ENERGY INC (DE),PQ,GROUP ONE:HGSI,1,,,,,,,,
PFIZER INC,PFE,SIG:MU,3,Y,,,Y,L,W,,
PFSWEB  INC.,PFSW,GROUP ONE:AMGN,3,,,,,,,,
PG&E CORPORATION (HOLDING CO.),PCG,BARCLAYS,3,,,,,,,,
PGT INC,PGTI,WOLVERINE,2,,,,,,,,
PHARMATHENE  INC.,PIP,GROUP ONE:AMGN,3,,,,,,,,
PHARMERICA CORPORATION,PMC,SIG:MCD,3,,,,,,,,
PHH CORPORATION (NEW),PHH,BARCLAYS,2,,,,Y,L,,,
PHILIP MORRIS INTERNATIONAL  INC.,PM,SIG:MMM,3,Y,,,Y,L,W,,
PHILLIPS 66,PSX,SIG:UPS,2,Y,,,Y,L,W,,
PHILLIPS 66 PARTNERS LP,PSXP,SIG:MMM,3,,,,,,,,
PHOENIX NEW MEDIA LTD,FENG,WOLVERINE,1,,,,,,,,
PHOTOMEDEX INC,PHMD,WOLVERINE,3,,,,,,,,
PHOTRONICS INC,PLAB,GROUP ONE:WOX,3,,,,,,,,
PHYSICIANSREALTY TRUST,DOC,WOLVERINE,1,,,,,,,,
PICO HOLDING INC.,PICO,GROUP ONE:AMGN,1,,,,,,,,
PIEDMONT NAT  GAS INC.  N CAROL,PNY,BARCLAYS,3,,,,,,,,
PIEDMONT OFFICE REALTY TR INC,PDM,WOLVERINE,3,,,,,,,,
PIER 1 IMPORTS INC (DEL),PIR,GROUP ONE:AMGN,3,,,,Y,L,,,
PILGRIM''S PRIDE CORP COM,PPC,CITADEL,3,,,,,,,,
PIMCO 0-5 YEAR HIGH YIELD CORPORATE BOND,HYS,SIG:RUT,3,,,,,E,,,
PIMCO 15+ YEAR U.S. TIPS INDEX,LTPZ,SIG:RUT,3,,,,,E,,,
PIMCO 25+ YEAR ZERO COUPON U.S,ZROZ,SIG:RUT,3,,,,,E,,,
PIMCO FOREIGN CURRENCY STRA ETF,FORX,SIG:RUT,3,,,,,E,,,
PIMCO INTERMED MUNI BOND STRAT FUND,MUNI,SIG:RUT,3,,,,,E,,,
PIMCO TOTAL RETURN EXCHANGE-TRADED FUND,BOND,GROUP ONE:WOX,2,,,,,E,,,
PINNACLE ENTERTAINMENT  INC,PNK,BARCLAYS,3,,,,Y,L,,,
PINNACLE FINANCIAL PART INC,PNFP,WOLVERINE,2,,,,,,,,
PINNACLE FOODS INC,PF,SIG,3,,,,,,,,
PIONEER ENERGY SERVICES CORP.,PES,CITADEL,3,,,,,,,,
PIONEER NAT RES CO,PXD,BARCLAYS,3,Y,,,Y,L,W,,
PIPER JAFFRAY COMPANIES,PJC,CITADEL,3,,,,,,,,
PITNEY-BOWES INC,PBI,SIG:MU,1,,,,Y,L,,,
PIXELWORKS INC,PXLW,WOLVERINE,2,,,,Y,L,,,
PLAINS ALL AMERICAN PIPELINE  L.P.,PAA,SIG:MU,2,,,,Y,L,,,
PLAINS GP HOLDINGS LP,PAGP,SIG:MMM,2,,,,,,,,
PLANTRONICS INC,PLT,CITADEL,2,,,,,,,,
PLATFORM SPECIALTY PRODUCTS CORPORATION,PAH,WOLVERINE,2,,,,,,,,
PLEXUS CORP,PLXS,GROUP ONE:HGSI,3,,,,,,,,
PLUG POWER INC,PLUG,MORGAN,3,Y,,,Y,L,W,,
PLUM CREEK TIMBER CO (REIT),PCL,MORGAN,2,Y,,,Y,L,,,
PLURISTEM THERAPEUTICS  INC,PSTI,GROUP ONE:WOX,3,,,,,,,,
PLY GEM HOLDINGS INC.,PGEM,SIG:MMM,2,,,,,,,,
PNC FINL SVCS GRP INC(THE),PNC,CITADEL,2,Y,,,Y,L,,,
PNM RESOURCES (HOLDING CO),PNM,WOLVERINE,2,,,,,,,,
POGO PRODUCING CO,PPP,GROUP ONE:AMGN,1,,,,,,,,
POINTS INTERNATIONAL LTD,PCOM,SIG:MMM,1,,,,,,,,
POLARIS INDUSTRIES INC.,PII,BARCLAYS,3,,,,,,,,
POLYCOM INC,PLCM,BARCLAYS,1,,,,,,,,
POLYONE CORPORATION,POL,WOLVERINE,3,,,,,,,,
POLYPORE INTL INC,PPO,WOLVERINE,3,,,,,,,,
POOL CORPORATION COM STK,POOL,BARCLAYS,1,,,,,,,,
POPEYES LOUISIANA KITCHEN INC.,PLKI,SIG:MMM,2,,,,,,,,
POPULAR INC,BPOP,BARCLAYS,1,Y,,,,,,,
PORTLAND GENERAL ELECTRIC CO NEW CO,POR,CITADEL,3,,,,,,,,
PORTOLA PHARMACEUTICALS  INC,PTLA,SIG:MMM,3,,,,,,,,
PORTUGAL TELECOM SGPS S. A.,PTGCY,GROUP ONE:AMGN,1,,,,,,,,
POSCO ADS ( 1/4 COM STK),PKX,SIG:MU,2,,,,,,,,
POST HOLDINGS  INC.,POST,SIG:MCD,3,,,,,,,,
POST PROPERTIES INC,PPS,CITADEL,3,,,,,,,,
POTASH CORP SASKATCHEWAN,POT,CITIGROUP:BRCM,3,Y,,,Y,L,W,,
POTBELLY CORPORATION,PBPB,MORGAN,1,,,,,,,,
POWER INTAGRATIONS INC,POWI,WOLVERINE,1,,,,,,,,
POWER SHARES DB US DOLLAR BULLISH FUND,UUP,CITADEL,3,Y,,,Y,E,L,W,
POWER SHARES INDIA PORTFOLIO,PIN,CITADEL/SP,3,,,,,E,,,
POWER SHARES INTL DIV ACH,PID,WOLVERINE,3,,,,,E,,,
POWERSECURE INTERNATIONAL  INC.,POWR,MORGAN,3,,,,,,,,
POWERSH CEF INCOME COMP PTF,PCEF,WOLVERINE,3,,,,,E,,,
POWERSH HIGH YLD CORP BD,PHB,CITADEL/SP,1,,,,,E,,,
POWERSHARES BUYBACK ACH,PKW,SIG:RUT,2,,,,,E,,,
POWERSHARES DB AGRICULTURE FUND,DBA,CITADEL/SP,1,,,,,E,,,
POWERSHARES DB BASE METALS FUND,DBB,SIG:RUT,1,,,,,E,,,
POWERSHARES DB COMMODITY INDEX TRAC,DBC,SIG:RUT,1,,,,,E,,,
POWERSHARES DB ENERGY FUND,DBE,BARCLAYS,1,,,,,E,,,
POWERSHARES DB G10 CURRENCY HARVEST FUND,DBV,SIG:RUT,3,,,,,E,,,
POWERSHARES DB GOLD FUND,DGL,SIG:RUT,1,,,,,E,,,
POWERSHARES DB OIL FUND,DBO,CITADEL/SP,1,,,,,E,,,
POWERSHARES DB PRECIOUS METALS FUND,DBP,BARCLAYS/SP,1,,,,,E,,,
POWERSHARES DB SILVER FUND,DBS,SIG:RUT,1,,,,,E,,,
POWERSHARES DB US DOLLAR INDEX BEARISH F,UDN,CITADEL/SP,3,,,,,E,,,
POWERSHARES DYNAMIC OIL & GAS SERV.,PXJ,SIG:RUT,3,,,,,E,,,
POWERSHARES DYNAMIC PHARMACEUTICALS PORT,PJP,SIG:RUT,2,,,,,E,,,
POWERSHARES FTSE RAFI US 1000 PORTFOLIO,PRF,SIG:RUT,3,,,,,E,,,
POWERSHARES GLOBAL ETF TR,PCY,SIG:RUT,3,,,,,E,,,
POWERSHARES GLOBAL LISTED PRIVATE EQUITY,PSP,SIG:RUT,3,,,,,E,,,
POWERSHARES KBW BANK PORTFOLIO,KBWB,SIG:RUT,3,,,,,E,,,
POWERSHARES NASDAQ INTERNET PORTFOLIO,PNQI,SIG:RUT,3,,,,,E,,,
POWERSHARES PREFERRED,PGX,SIG:RUT,3,,,,,E,,,
POWERSHARES QQQ TRUST  SERIES 1,QQQ,WOLVERINE,3,Y,Y,Y,Y,E,L,Q,W
POWERSHARES S&P 500 HIGH BETA PORTFOLIO,SPHB,SIG:RUT,3,,,,,E,,,
POWERSHARES S&P 500 LOW VOLATILITY PORTF,SPLV,SIG:RUT,3,,,,,E,,,
POWERSHARES S&P EMERGING MARKETS LOW VOL,EELV,SIG:RUT,2,,,,,E,,,
POWERSHARES SENIOR LOAN PORTFOLIO,BKLN,MORGAN/SP,1,,,,Y,E,L,,
POWERSHARES WATER RESOURCES,PHO,SIG:RUT,3,,,,,E,,,
POWERSHARES WILDERHILL CLEAN ENERGY,PBW,SIG:RUT,3,,,,,E,,,
POWERSHRS DWA DEV MKT TECH,PIZ,SIG:RUT,3,,,,,E,,,
POWERSHRS DWA EMG MKT TECH,PIE,SIG:RUT,1,,,,,E,,,
POZEN INC,POZN,GROUP ONE:AMGN,3,,,,,,,,
PPG INDUSTRIES INC,PPG,BARCLAYS,2,,,,,,,,
PPL CORPORATION,PPL,BARCLAYS,1,,,,Y,L,,,
PRA GROUP INC.,PRAA,SIG:MCD,3,,,,,,,,
PRA HEALTH SCIENCES INC.,PRAH,SIG:MMM,1,,,,,,,,
PRANA BIOTECHNOLOGY LTD,PRAN,SIG:MMM,2,,,,,,,,
PRAXAIR INC,PX,SIG:MU,1,,,,,,,,
PRECISION CASTPARTS CORP,PCP,WOLVERINE,3,,,,,,,,
PRECISION DRILLING CORP.,PDS,MORGAN,3,,,,,,,,
PREMIER INC. (A),PINC,SIG:MMM,3,,,,,,,,
PRICELINE GROUP INC/THE,PCLN,SIG:MU,1,Y,,,Y,L,W,,
PRICESMART INC,PSMT,BARCLAYS,1,,,,,,,,
PRIMERICA INC,PRI,WOLVERINE,3,,,,,,,,
PRIMORIS SERVICES CORPORATION,PRIM,WOLVERINE,3,,,,,,,,
PRINCIPAL FINANCIAL GROUP  INC,PFG,BARCLAYS,1,,,,,,,,
PRIVATE BANCORP  INC.,PVTB,WOLVERINE,3,,,,,,,,
PROASSURANCE CORPORATION,PRA,SIG:MCD,2,,,,,,,,
PROCERA NETWORKS INC,PKT,SIG,2,,,,,,,,
PROCTER & GAMBLE CO,PG,BARCLAYS,1,Y,,,Y,L,W,,
PROGENICS PHARMACEUTICALS INC,PGNX,SIG:MU,2,,,,,,,,
PROGRESSIVE CORP,PGR,SIG:MU,2,,,,,,,,
PROLOGIS  INC.,PLD,SIG:MMM,2,,,,,,,,
PROOFPOINT INC.,PFPT,CITADEL,2,,,,,,,,
PROS HOLDING INC,PRO,SIG:MMM,2,,,,,,,,
PROSH SHORT VIX SHORT-TERM FUTURES ETF,SVXY,GROUP ONE:VIX,3,Y,,,Y,E,L,W,
PROSH ULTRA MSCI EMG MKT,EET,WOLVERINE,1,,,,,E,,,
PROSH ULTRA VIX SHORT-TERM FUTURES ETF,UVXY,GROUP ONE:VIX,3,Y,,,Y,E,L,W,
PROSH ULTRAPRO SH S&P 500,SPXU,BARCLAYS,3,,,,Y,E,L,,
PROSHARES  ULTRA QQQ,QLD,CITADEL/SP,1,Y,,,,E,,,
PROSHARES S&P 500 ARISTOCRATS ETF,NOBL,SIG:RUT,1,,,,,E,,,
PROSHARES SHORT DOW30,DOG,SIG:RUT,2,,,,,E,,,
PROSHARES SHORT HIGH YIELD,SJB,SIG:RUT,1,,,,,E,,,
PROSHARES SHORT QQQ,PSQ,SIG:RUT,1,,,,,E,,,
PROSHARES SHORT RUSSELL 2000,RWM,GROUP ONE/SP,1,,,,,E,,,
PROSHARES TR ULTRASHORT S&P 500,SDS,CITADEL,3,Y,,,Y,E,L,W,
PROSHARES TRUST SHORT S&P 500,SH,GROUP ONE/SP,2,,,,,E,,,
PROSHARES UL SH MSCI JAPAN,EWV,SIG:RUT,1,,,,,E,,,
PROSHARES ULT NATGAS,BOIL,SIG:RUT,3,,,,,E,,,
PROSHARES ULT NATGAS,KOLD,SIG:RUT,2,,,,,E,,,
PROSHARES ULTRA 20 PLUS YR TR,UBT,SIG:RUT,1,,,,,E,,,
PROSHARES ULTRA 7-10 YR TR,UST,SIG:RUT,2,,,,,E,,,
PROSHARES ULTRA BASIC MATERI,UYM,CITADEL/SP,2,,,,,E,,,
PROSHARES ULTRA BLOOMBERG CRUDE OIL,UCO,GROUP ONE/SP,1,Y,,,Y,E,L,W,
PROSHARES ULTRA DOW30,DDM,CITADEL/SP,1,,,,,E,,,
PROSHARES ULTRA FINANCIALS,UYG,CITADEL/SP,3,Y,,,,E,,,
PROSHARES ULTRA FTSE CHINA 50,XPP,CITADEL/SP,1,,,,,E,,,
PROSHARES ULTRA FTSE CHINA 50,FXP,CITADEL/SP,3,Y,,,,E,,,
PROSHARES ULTRA GOLD,UGL,BARCLAYS/SP,1,,,,,E,,,
PROSHARES ULTRA MSCI JAPAN,EZJ,SIG:RUT,1,,,,,E,,,
PROSHARES ULTRA NASDAQ BIOTECHNOLOGY,BIB,SIG:RUT,2,,,,,E,,,
PROSHARES ULTRA OIL & GAS,DIG,CITADEL/SP,3,,,,,E,,,
PROSHARES ULTRA REAL EST,URE,CITADEL/SP,3,Y,,,,E,,,
PROSHARES ULTRA S&P 500,SSO,CITADEL,3,Y,,,Y,E,L,W,
PROSHARES ULTRA SEMICONDU,USD,CITADEL/SP,2,,,,,E,,,
