Company,Stock Symbol
OMNIAMERICAN BANCORP IN OABC,OABC
OASIS PETE INC OAS,OAS
ONEBEACON INSURANCE GRP OB,OB
OCEANFIRST FINANCIAL OCFC,OCFC
OCLARO INC OCLR,OCLR
OCWEN FINANCIAL CORP OCN,OCN
OCZ TECHNOLOGY GROUP IN OCZ,OCZ
OIL DRI CORP OF AMERICA ODC,ODC
OLD DOMINION FREIGHT ODFL,ODFL
OFFICE DEPOT INC ODP,ODP
ORIENT-EXPRESS HOTELS OEH,OEH
ORIENTAL FINANCIAL GROU OFG,OFG
ORTHOFIX INTL N V OFIX,OFIX
OMEGA FLEX INC OFLX,OFLX
ONCOGENEX PHARMAS INC OGXI,OGXI
OMEGA HEALTHCARE INVS OHI,OHI
SOUTHWEST BANCORP INC O OKSB,OKSB
OLIN CORP OLN,OLN
ONE LIBERTY PROPERTIES OLP,OLP
OMNICELL INC OMCL,OMCL
OMEGA PROTEIN CORP OME,OME
ODYSSEY MARINE EXPLOR OMEX,OMEX
OM GROUP INC OMG,OMG
OWENS & MINOR INC OMI,OMI
OMNOVA SOLUTIONS INC OMN,OMN
OBAGI MEDICAL PROD INC OMPI,OMPI
OFFICEMAX INC OMX,OMX
OLD NATIONAL BANCORP ONB,ONB
HIGHER ONE HLDGS INC ONE,ONE
ONCOTHYREON INC ONTY,ONTY
ONYX PHARMACEUTICALS IN ONXX,ONXX
OPENTABLE INC OPEN,OPEN
OPKO HEALTH INC OPK,OPK
OPLINK COMMUNICATIONS OPLK,OPLK
OPNET TECHNOLOGIES INC OPNT,OPNT
OPTIMER PHARMA INC OPTR,OPTR
OPENWAVE SYSTEMS INC OPWV,OPWV
OPNEXT INC OPXT,OPXT
OPPENHEIMER HOLDINGS IN OPY,OPY
ORMAT TECHNOLOGIES INC ORA,ORA
ORBITAL SCIENCES CORP ORB,ORB
ORBCOMM INC ORBC,ORBC
OREXIGEN THERAPEUTICS OREX,OREX
ORITANI FINANCIAL CORP ORIT,ORIT
ORION MARINE GROUP INC ORN,ORN
ORRSTOWN FINL SVCS INC ORRF,ORRF
OVERSEAS SHIPHOLDNG GRP OSG,OSG
OSIRIS THERAPEUTICS OSIR,OSIR
OSI SYSTEMS INC OSIS,OSIS
OVERSTOCK COM INC OSTK,OSTK
ORASURE TECHNOLOGIES IN OSUR,OSUR
OTTER TAIL CORP OTTR,OTTR
OUTDOOR CHANNEL HLDGS OUTD,OUTD
OMNIVISION TECHNOLOGIES OVTI,OVTI
ORBITZ WORLDWIDE INC OWW,OWW
OXFORD INDUSTRIES INC OXM,OXM
OPTIONSXPRESS HOLDINGS OXPS,OXPS
OYO GEOSPACE CORP OYOG,OYOG
BANK OF THE OZARKS INC OZRK,OZRK
PACIFIC BIOSCIENCES CA PACB,PACB
PACER INTERNATIONAL INC PACR,PACR
PACWEST BANCORP PACW,PACW
PAETEC HOLDING CORP PAET,PAET
PENSKE AUTOMOTIVE GROUP PAG,PAG
UNIVERSAL DISPLAY CORP PANL,PANL
PATRIOT TRANSPORTATION PATR,PATR
PRESTIGE BRANDS HOLDING PBH,PBH
PROVIDENT NY BANCORP PBNY,PBNY
PEP BOYS MANNY MOE&J PBY,PBY
PACIFIC CAPITAL BANCORP PCBC,PCBC
PACIFIC CONTINENTAL COR PCBK,PCBK
P C CONNECTION PCCC,PCCC
POTLATCH CORP PCH,PCH
PACIRA PHARMACEUTICALS PCRX,PCRX
PATRIOT COAL CORP PCX,PCX
PHARMACYCLICS INC PCYC,PCYC
PIONEER DRILLING CO PDC,PDC
PDF SOLUTIONS INC PDFS,PDFS
PDL BIOPHARMA INC PDLI,PDLI
PEBBLEBROOK HOTEL TRUST PEB,PEB
PEOPLES BANCORP INC PEBO,PEBO
PEETS COFFEE & TEA INC PEET,PEET
PEGASYSTEMS INC PEGA,PEGA
PENNSYLVANIA REAL ESTAT PEI,PEI
ELLIS PERRY INTL INC PERY,PERY
PETROLEUM DEV CORP PETD,PETD
PETMED EXPRESS INC PETS,PETS
P F CHANGS CHINA BISTRO PFCB,PFCB
PROVIDENT FINANCIAL SVC PFS,PFS
PREMIERE GLOBAL SERVICE PGI,PGI
PROGENICS PHARMACEUTICA PGNX,PGNX
PHH CORPORATION PHH,PHH
PHI INC PHIIK,PHIIK
PANHANDLE OIL AND GAS PHX,PHX
PICO HOLDINGS INC PICO,PICO
PIKE ELECTRIC CORP PIKE,PIKE
PHARMATHENE INC PIP,PIP
PIER 1 IMPORTS INC PIR,PIR
PIPER JAFFRAY COMPANIES PJC,PJC
PARKER DRILLING CO PKD,PKD
PARK ELECTROCHEMICAL PKE,PKE
PARK OHIO HOLDINGS CORP PKOH,PKOH
PROCERA NETWORKS INC PKT,PKT
PARKWAY PROPERTIES INC PKY,PKY
PHOTRONICS INC PLAB,PLAB
CHILDRENS PLACE RETAIL PLCE,PLCE
PRESIDENTIAL LIFE CORP PLFE,PLFE
DOUGLAS DYNAMICS INC PLOW,PLOW
PREFORMED LINE PRODUCTS PLPC,PLPC
PLANTRONICS INC PLT,PLT
EPLUS INC PLUS,PLUS
PLEXUS CORP PLXS,PLXS
PLX TECHNOLOGY INC PLXT,PLXT
PHARMERICA CORP PMC,PMC
PMFG INC PMFG,PMFG
PMI GROUP INC PMI,PMI
PENNYMAC MORTGAGE INV PMT,PMT
PARAMETRIC TECHNOLOGY PMTC,PMTC
PALOMAR MEDICAL TECH PMTI,PMTI
PINNACLE FINANCIAL PNFP,PNFP
PINNACLE ENTMT INC PNK,PNK
PNM RESOURCES INC PNM,PNM
PENNANTPARK INVT CORP PNNT,PNNT
PENNICHUCK CORP PNNW,PNNW
PHOENIX COMPANIES INC PNX,PNX
PIEDMONT NAT GAS INC PNY,PNY
INSULET CORP PODD,PODD
POLYONE CORP POL,POL
POOL CORP POOL,POOL
PORTLAND GEN ELEC CO POR,POR
POWER INTEGRATIONS INC POWI,POWI
POWELL INDUSTRIES INC POWL,POWL
POWERSECURE INTL INC POWR,POWR
POZEN INC POZN,POZN
PILGRIMS PRIDE CORP NEW PPC,PPC
PRE PAID LEGAL SERVICES PPD,PPD
PEREGRINE PHARMA INC PPHM,PPHM
POST PROPERTIES INC PPS,PPS
PETROQUEST ENERGY INC PQ,PQ
PROASSURANCE CORP PRA,PRA
PORTFOLIO RECOVERY ASSO PRAA,PRAA
PERFICIENT INC PRFT,PRFT
PROGRESS SOFTWARE CORP PRGS,PRGS
PRGX GLOBAL INC PRGX,PRGX
PRIMERICA INC PRI,PRI
PRIMORIS SVCS CORP PRIM,PRIM
PARK NATIONAL CORP PRK,PRK
PRIMEDIA INC PRM,PRM
PRIMO WATER CORP PRMW,PRMW
PROS HOLDINGS INC PRO,PRO
DELTEK INC PROJ,PROJ
PRIMUS GUARANTY LTD PRS,PRS
PROVIDENCE SERVICE CORP PRSC,PRSC
PROSPERITY BANCSHARES PRSP,PRSP
US AUTO PARTS NETWRK IN PRTS,PRTS
PAR PHARMACEUTICAL COS PRX,PRX
PAREXEL INTERNATIONAL PRXL,PRXL
PS BUSINESS PARKS INC PSB,PSB
PROSPECT CAPITAL CORP PSEC,PSEC
PERICOM SEMICONDUCTOR PSEM,PSEM
PRICESMART INC PSMT,PSMT
COLLECTIVE BRANDS INC PSS,PSS
PSS WORLD MEDICAL INC PSSI,PSSI
PARK STERLING CORP PSTB,PSTB
PACIFIC SUNWEAR OF CALI PSUN,PSUN
PAIN THERAPEUTICS IN PTIE,PTIE
PLATINUM UNDERWRITER HL PTP,PTP
PANTRY INC PTRY,PTRY
PERNIX THERAPEUTICS HLD PTX,PTX
PULSE ELECTRONICS CORP PULS,PULS
PENN VIRGINIA CORP PVA,PVA
PRIVATEBANCORP INC PVTB,PVTB
POWERWAVE TECHNOLOGIES PWAV,PWAV
POWER-ONE INC PWER,PWER
PENNS WOODS BANCORP INC PWOD,PWOD
PARAMOUNT GOLD & SILVER PZG,PZG
PZENA INVESTMENT MGMT PZN,PZN
PAPA JOHNS INTERNATIONA PZZA,PZZA
QAD INC QADA,QADA
QUESTCOR PHARM INC QCOR,QCOR
QUIDEL CORP QDEL,QDEL
QLIK TECHNOLOGIES INC QLIK,QLIK
QUALITY DISTRIBUTION IN QLTY,QLTY
QUINSTREET INC QNST,QNST
QUEPASA CORP QPSA,QPSA
QUEST SOFTWARE INC QSFT,QSFT
QUALITY SYSTEMS INC QSII,QSII
QUANTUM CORP QTM,QTM
QUAD / GRAPHICS INC QUAD,QUAD
RAILAMERICA INC RA,RA
RITE AID CORP RAD,RAD
RADIANT SYSTEMS INC RADS,RADS
FREIGHTCAR AMERICA INC RAIL,RAIL
RAIT FINANCIAL TRUST RAS,RAS
RAVEN INDUSTRIES INC RAVN,RAVN
REPUBLIC BANCORP INC KY RBCAA,RBCAA
RUBICON TECHNOLOGY INC RBCN,RBCN
ROBBINS & MYERS INC RBN,RBN
RENT A CENTER INC RCII,RCII
ROCKVILLE FINL INC RCKB,RCKB
ARDEA BIOSCIENCES INC RDEA,RDEA
ELIZABETH ARDEN INC RDEN,RDEN
RUDDICK CORP RDK,RDK
RADIAN GROUP INC RDN,RDN
RADNET INC RDNT,RDNT
RESOURCES CONNECTION RECN,RECN
RICHARDSON ELECTRONICS RELL,RELL
RESOLUTE ENERGY CORP REN,REN
RENTRAK CORP RENT,RENT
REVLON INC REV,REV
REX AMERICAN RESOURCES REX,REX
REX ENERGY CORP REXX,REXX
RF MICRODEVICES INC RFMD,RFMD
STURM RUGER & CO INC RGR,RGR
REGIS CORP RGS,RGS
RIGEL PHARMACEUTICALS RIGL,RIGL
RIMAGE CORP RIMG,RIMG
REPUBLIC AIRWAYS HLD RJET,RJET
REALD INC RLD,RLD
RED LION HOTELS CORP RLH,RLH
RLI CORP RLI,RLI
RLJ LODGING TR RLJ,RLJ
REACHLOCAL INC RLOC,RLOC
RENAISSANCE LEARNING IN RLRN,RLRN
RAMBUS INC RMBS,RMBS
ROCKWELL MEDICAL TECH RMTI,RMTI
RIGNET INC RNET,RNET
RIGHTNOW TECHNOLOGIES RNOW,RNOW
RENASANT CORP RNST,RNST
REALNETWORKS INC RNWK,RNWK
GIBRALTAR INDUSTRIES IN ROCK,ROCK
ROGERS CORP ROG,ROG
RETAIL OPPORTUNITY INVT ROIC,ROIC
ROLLINS INC ROL,ROL
RBC BEARINGS INC ROLL,ROLL
ROMA FINANCIAL CORP ROMA,ROMA
ROSETTA RESOURCES INC ROSE,ROSE
REALPAGE INC RP,RP
RAMCO-GERSHENSON PPTYS RPT,RPT
RAPTOR PHARMACEUTICAL RPTP,RPTP
RPX CORP RPXC,RPXC
RED ROBIN GOURMET BURGE RRGB,RRGB
RSC HOLDINGS INC RRR,RRR
ROADRUNNER TRNSN SVCS RRTS,RRTS
RESOURCE CAPITAL CORP RSO,RSO
ROSETTA STONE INC RST,RST
ROFIN SINAR TECHNOLOGIE RSTI,RSTI
RADISYS CORP RSYS,RSYS
RUBY TUESDAY INC RT,RT
RUDOLPH TECHNOLOGIES IN RTEC,RTEC
RTI INTERNATIONAL METAL RTI,RTI
RTI BIOLOGICS INC RTIX,RTIX
RENTECH INC RTK,RTK
RUE21 INC RUE,RUE
RURAL/METRO CORP RURL,RURL
RUSH ENTERPRISES INC RUSHA,RUSHA
RUTH'S HOSPITALITY GROU RUTH,RUTH
REVETT MINERALS INC RVM,RVM
REDWOOD TRUST INC RWT,RWT
RYLAND GROUP INC RYL,RYL
INCONTACT INC SAAS,SAAS
SABA SOFTWARE INC SABA,SABA
SANDERSON FARMS INC SAFM,SAFM
SAFETY INSURANCE GRP IN SAFT,SAFT
SONIC AUTOMOTIVE INC SAH,SAH
SAIA INC SAIA,SAIA
BOSTON BEER INC SAM,SAM
SANMINA SCI CORP SANM,SANM
SAPIENT CORP SAPE,SAPE
SANDY SPRING BANCORP SASR,SASR
SATCON TECHNOLOGY CORP SATC,SATC
SPIRIT AIRLS INC SAVE,SAVE
SEACOAST BANKING CORP F SBCF,SBCF
SINCLAIR BROADCAST GROU SBGI,SBGI
STERLING BANCSHARES SBIB,SBIB
SIGNATURE BANK SBNY,SBNY
SABRA HEALTH CARE REIT SBRA,SBRA
SOUTHSIDE BANCSHARES IN SBSI,SBSI
SEABRIGHT HOLDINGS INC SBX,SBX
SCBT FINANCIAL CORP SCBT,SCBT
SCHOLASTIC CORP SCHL,SCHL
SCHOOL SPECIALTY INC SCHS,SCHS
STEPAN CO SCL,SCL
SCICLONE PHARMACEUTICAL SCLN,SCLN
SUCAMPO PHARMA SCMP,SCMP
SYCAMORE NETWORKS INC SCMR,SCMR
COMSCORE INC SCOR,SCOR
STEELCASE INC SCS,SCS
SCANSOURCE INC SCSC,SCSC
SELECT COMFORT CORP SCSS,SCSS
SHOE CARNIVAL INC SCVL,SCVL
SEACHANGE INTERNATIONAL SEAC,SEAC
SEABOARD CORP SEB,SEB
SPARTECH CORP SEH,SEH
SELECT MEDICAL HOLDINGS SEM,SEM
SEMGROUP CORP SEMG,SEMG
SENECA FOODS CORP SENEA,SENEA
STIFEL FINANCIAL CORP SF,SF
SAFEGUARD SCIENTIFICS SFE,SFE
ISTAR FINANCIAL INC SFI,SFI
SHIP FINANCE INTL SFL,SFL
SHUTTERFLY INC SFLY,SFLY
SFN GROUP INC SFN,SFN
SIMMONS FIRST NATIONAL SFNC,SFNC
SUCCESSFACTORS INC SFSF,SFSF
SWIFT ENERGY CO SFY,SFY
SAGA COMMUNICATIONS INC SGA,SGA
SEATTLE GENETICS INC SGEN,SGEN
SILICON GRAPHICS INTL SGI,SGI
SCHAWK INC SGK,SGK
SANGAMO BIOSCIENCES INC SGMO,SGMO
SCIENTIFIC GAMES CORP SGMS,SGMS
SAGENT PHARMACEUTICALS SGNT,SGNT
STREAM GLOBAL SVCS INC SGS,SGS
STONE ENERGY CORP SGY,SGY
SHENANDOAH TELECOMM CO SHEN,SHEN
SHUFFLE MASTER INC SHFL,SHFL
SCHULMAN A INC SHLM,SHLM
SHILOH INDUSTRIES INC SHLO,SHLO
SUNSTONE HOTEL INVS INC SHO,SHO
MADDEN STEVEN LTD SHOO,SHOO
SHORETEL INC SHOR,SHOR
SAUER-DANFOSS INC SHS,SHS
SIGA TECHNOLOGIES INC SIGA,SIGA
SELECTIVE INSURANCE GRP SIGI,SIGI
SIGMA DESIGNS INC SIGM,SIGM
SILICON IMAGE INC SIMG,SIMG
SVB FINANCIAL GROUP SIVB,SIVB
SIX FLAGS ENTMT CORP NE SIX,SIX
SOUTH JERSEY INDUSTRIES SJI,SJI
SJW CORP SJW,SJW
SKILLED HEALTHCARE GROU SKH,SKH
SAKS INC SKS,SKS
TANGER FACTORY OUTLET SKT,SKT
SKECHERS U S A INC SKX,SKX
SKYLINE CORP SKY,SKY
SKYWEST INC SKYW,SKYW
SOLAR CAPITAL LTD SLRC,SLRC
SOLTA MEDICAL INC SLTM,SLTM
SALIX PHARMACEUTICALS SLXP,SLXP
SYMMETRY MEDICAL INC SMA,SMA
SMART BALANCE INC SMBL,SMBL
SUPER MICRO COMPUTER IN SMCI,SMCI
SMART MODULAR TECH SMOD,SMOD
STANDARD MOTOR PRODUCTS SMP,SMP
STEIN MART INC SMRT,SMRT
STANDARD MICROSYSTEM SMSC,SMSC
SMITH MICRO SOFTWARE IN SMSI,SMSI
SEMTECH CORP SMTC,SMTC
SUN BANCORP INC NJ SNBC,SNBC
SYNCHRONOSS TECHNOLOGY SNCR,SNCR
SUN HYDRAULICS CORP SNHY,SNHY
SENOMYX INC SNMX,SNMX
SUNESIS PHARMACEUTICALS SNSS,SNSS
SYNTA PHARMA CORP SNTA,SNTA
SANTARUS INC SNTS,SNTS
SYNNEX CORP SNX,SNX
GT SOLAR INTERNATIONAL SOLR,SOLR
SONIC CORP SONC,SONC
S1 CORPORATION SONE,SONE
SONOSITE INC SONO,SONO
SONUS NETWORKS INC SONS,SONS
SPARTAN MOTORS INC SPAR,SPAR
SPECTRUM BRANDS HOLDING SPB,SPB
STANDARD PACIFIC CORP SPF,SPF
SPECTRANETICS CORP SPNC,SPNC
SPECTRUM PHARMACEUTICAL SPPI,SPPI
SUPPORT.COM INC SPRT,SPRT
SPS COMM INC SPSC,SPSC
SPARTAN STORES INC SPTN,SPTN
SCIQUEST INC NEW SQI,SQI
SEQUENOM INC SQNM,SQNM
1ST SOURCE CORP SRCE,SRCE
SURMODICS INC SRDX,SRDX
SERVICESOURCE INTL LLC SREV,SREV
STONERIDGE INC SRI,SRI
SRS LABS INC SRSL,SRSL
SRA INTERNATIONAL INC SRX,SRX
SUNRISE SENIOR LIVING SRZ,SRZ
SIMPSON MANUFACTURING SSD,SSD
STAGE STORES INC SSI,SSI
SS&C TECHNOLOGIES HLDGS SSNC,SSNC
SCRIPPS E W CO SSP,SSP
SOVRAN SELF STORAGE SSS,SSS
STRATASYS INC SSYS,SSYS
STAAR SURGICAL CO STAA,STAA
STAG INDL INC STAG,STAG
STANDARD PARKING CORP STAN,STAN
S & T BANCORP INC STBA,STBA
STATE BANCORP INC STBC,STBC
STATE BK FINL CORP STBZ,STBZ
STEWART INFORMATION STC,STC
STERIS CORP STE,STE
STEC INC STEC,STEC
STEWART ENTERPRISES STEI,STEI
STELLARONE CORP STEL,STEL
STATE AUTO FINANCIAL STFC,STFC
STERLING BANCORP STL,STL
STAMPS COM INC STMP,STMP
SCORPIO TANKERS INC STNG,STNG
STEINER LEISURE LTD STNR,STNR
STRAYER EDUCATION INC STRA,STRA
STR HOLDINGS INC STRI,STRI
STERLING CONSTRUCTION C STRL,STRL
STERLING FINL CORP WASH STSA,STSA
STARWOOD PPTY TRUST INC STWD,STWD
STEREOTAXIS INC STXS,STXS
SUFFOLK BANCORP SUBK,SUBK
SUN COMMUNITIES INC SUI,SUI
SUMMER INFANT INC SUMR,SUMR
SUN HEALTHCARE GROUP IN SUNH,SUNH
SOLAR SENIOR CAP LTD SUNS,SUNS
SUPERIOR INDUSTRIES INT SUP,SUP
SUPERGEN INC SUPG,SUPG
SUPERTEX INC SUPX,SUPX
SYNERGETICS USA INC SURG,SURG
SUREWEST COMMUNICATIONS SURW,SURW
SUSQUEHANNA BANCSHARES SUSQ,SUSQ
SUSSER HOLDINGS CORP SUSS,SUSS
SAVIENT PHARMACEUTICALS SVNT,SVNT
SAVVIS INC SVVS,SVVS
STILLWATER MINING CO SWC,SWC
SWIFT TRANSN CO SWFT,SWFT
SMITH & WESSON HOLDING SWHC,SWHC
SOLARWINDS INC SWI,SWI
SCHWEITZER-MAUDUIT INTL SWM,SWM
SWS GROUP INC SWS,SWS
SWISHER HYGIENE INC SWSH,SWSH
SOUTHWEST GAS CORP SWX,SWX
STANDEX INTERNATIONAL SXI,SXI
SENSIENT TECHNOLOGIES SXT,SXT
SYMETRA FINANCIAL CORP SYA,SYA
S Y BANCORP INC SYBT,SYBT
SYKES ENTERPRISES INC SYKE,SYKE
SYMMETRICOM INC SYMM,SYMM
SYMS CORP SYMS,SYMS
SYNAPTICS INC SYNA,SYNA
SYNTROLEUM CORP SYNM,SYNM
SYNOVIS LIFE TECH INC SYNO,SYNO
SYNTEL INC SYNT,SYNT
SYNUTRA INTL INC SYUT,SYUT
SYSTEMAX INC SYX,SYX
SOLAZYME INC SZYM,SZYM
TAL INTERNATIONAL GROUP TAL,TAL
TASER INTL INC TASR,TASR
CARROLS RESTAURANT GRP TAST,TAST
MEDALLION FINANCIAL COR TAXI,TAXI
TAYLOR CAPITAL GROUP IN TAYC,TAYC
BANCORP INC TBBK,TBBK
TRUEBLUE INC TBI,TBI
TIMBERLAND CO TBL,TBL
TERRITORIAL BANCORP INC TBNK,TBNK
THOMPSON CREEK METALS TC,TC
TRIANGLE CAPITAL CORP TCAP,TCAP
TEXAS CAPITAL BANCSHARE TCBI,TCBI
TRICO BANCSHARES TCBK,TCBK
THL CR INC TCRD,TCRD
TELEDYNE TECHNOLOGIES TDY,TDY
TECUMSEH PRODS CO TECUA,TECUA
TENNECO INC TEN,TEN
TESCO CORP TESO,TESO
FRESH MARKET INC TFM,TFM
TREDEGAR CORP TG,TG
TEXTAINER GROUP HLDGS TGH,TGH
TRIUMPH GROUP INC TGI,TGI
FIRST FINANCIAL CORP THFF,THFF
THQ INC THQI,THQI
THERMON GROUP HLDGS INC THR,THR
THERAVANCE INC THRX,THRX
TREEHOUSE FOODS INC THS,THS
TICC CAPITAL CORP TICC,TICC
HARRIS & HARRIS GROUP TINY,TINY
TEAM INC TISI,TISI
TITAN MACHINERY INC TITN,TITN
TIVO INC TIVO,TIVO
TEKELEC TKLC,TKLC
TALBOTS INC TLB,TLB
TALEO CORP TLEO,TLEO
TEAM HEALTH HOLDINGS IN TMH,TMH
TOMPKINS FINANCIAL CORP TMP,TMP
TMS INTL CORP TMS,TMS
TELENAV INC TNAV,TNAV
TENNANT CO TNC,TNC
NEUTRAL TANDEM INC TNDM,TNDM
TEEKAY TANKERS LTD TNK,TNK
TNS INC TNS,TNS
TOWER BANCORP INC TOBC,TOBC
TOWNEBANK PORTSMOUTH VA TOWN,TOWN
TOWER INTERNATIONAL INC TOWR,TOWR
TUTOR PERINI CORP TPC,TPC
TPC GROUP INC TPCG,TPCG
TRIANGLE PETE CORP TPLM,TPLM
TRIQUINT SEMICONDUCTOR TQNT,TQNT
TOOTSIE ROLL INDUSTRIES TR,TR
DEALERTRACK HOLDINGS IN TRAK,TRAK
TEJON RANCH CO TRC,TRC
TRANSCEND SERVICES INC TRCR,TRCR
TREX INC TREX,TREX
TARGA RESOURCES INC TRGP,TRGP
TARGACEPT INC TRGT,TRGT
SPEEDWAY MOTORSPORTS IN TRK,TRK
TRUE RELIGION APPAREL TRLG,TRLG
TRUSTMARK CORP TRMK,TRMK
TERRENO REALTY CORP TRNO,TRNO
TORNIER N V TRNX,TRNX
TRC COS INC TRR,TRR
TRIMAS CORP TRS,TRS
TRUSTCO BANK CORP NY TRST,TRST
TRANSCEPT PHARM INC TSPT,TSPT
TESSERA TECHNOLOGIES IN TSRA,TSRA
TRIUS THERAPEUTICS INC TSRX,TSRX
TELECOMMUNICATION SYSTE TSYS,TSYS
TELETECH HOLDINGS INC TTEC,TTEC
TETRA TECH INC TTEK,TTEK
TECHTARGET INC TTGT,TTGT
TETRA TECHNOLOGIES INC TTI,TTI
TTM TECHNOLOGIES INC TTMI,TTMI
TAKE-TWO INTERACTIVE TTWO,TTWO
MAC-GRAY CORP TUC,TUC
TUESDAY MORNING CORP TUES,TUES
LIN TV CORP TVL,TVL
TOWERSTREAM CORP TWER,TWER
TOWER GROUP INC TWGP,TWGP
TITAN INTERNATIONAL INC TWI,TWI
TWIN DISC INC TWIN,TWIN
TWO HBRS INVT CORP TWO,TWO
TEXAS INDUSTRIES INC TXI,TXI
TEXAS ROADHOUSE INC TXRH,TXRH
TYLER TECHNOLOGIES INC TYL,TYL
MONOTYPE IMAGING HLDG TYPE,TYPE
TRAVELZOO INC TZOO,TZOO
UNIVERSAL TRUCKLOAD SVC UACL,UACL
UNIVERSAL AMERICAN CORP UAM,UAM
URSTADT BIDDLE PPTYS IN UBA,UBA
UNITED FINANCIAL BANCOR UBNK,UBNK
UNION FIRST MARKET BKSH UBSH,UBSH
UNITED BANKSHARES INC UBSI,UBSI
UNITED COMMUNITY BANKS UCBID,UCBID
ULTRA CLEAN HOLDINGS IN UCTT,UCTT
UNION DRILLING INC UDRL,UDRL
URANIUM ENERGY CORP UEC,UEC
UNIVERSAL ELECTRONICS UEIC,UEIC
UNITED FIRE & CAS CO UFCS,UFCS
UNIFI INC UFI,UFI
UNIVERSAL FOREST PRODS UFPI,UFPI
AMERCO UHAL,UHAL
UNIVERSAL HEALTH REALTY UHT,UHT
UIL HOLDINGS CORP UIL,UIL
UNISYS CORP UIS,UIS
ULTIMATE SOFTWARE GROUP ULTI,ULTI
ULTRAPETROL BAHAMAS LTD ULTR,ULTR
UMB FINANCIAL CORP UMBF,UMBF
UMH PROPERTIES INC UMH,UMH
UMPQUA HOLDINGS CORP UMPQ,UMPQ
UNIFIRST CORP MASS UNF,UNF
UNITED NATURAL FOODS IN UNFI,UNFI
UNILIFE CORP NEW UNIS,UNIS
UNISOURCE ENERGY CORP UNS,UNS
UNITED ONLINE INC UNTD,UNTD
UNITEK GLOBAL SVCS INC UNTK,UNTK
UROPLASTY INC UPI,UPI
UR ENERGY INC URG,URG
UNITED RENTALS INC URI,URI
URANIUM RES INC URRE,URRE
URANERZ ENERGY CORP URZ,URZ
UNIVERSAL STAINLESS & A USAP,USAP
U S ENERGY CORP USEG,USEG
U S G CORP USG,USG
UNITED STATES LIME & MI USLM,USLM
USA MOBILITY INC USMO,USMO
USANA HEALTH SCIENCES USNA,USNA
U S PHYSICAL THERAPY IN USPH,USPH
UNITED STATIONERS INC USTR,USTR
USEC INC USU,USU
ULTRATECH INC UTEK,UTEK
UNIVERSAL TECHNICAL INS UTI,UTI
UNITIL CORP UTL,UTL
UNIVERSAL INSURANCE UVE,UVE
UNIVEST CORP OF PENN UVSP,UVSP
UNIVERSAL CORP UVV,UVV
US GOLD CORP UXG,UXG
VALUE LINE INC VALU,VALU
VASCULAR SOLUTIONS INC VASC,VASC
VIRGINIA COMM BANCORP VCBI,VCBI
VALASSIS COMMUNICATIONS VCI,VCI
VALUECLICK INC VCLK,VCLK
VASCO DATA SECURITY INT VDSI,VDSI
VEECO INSTRUMENTS INC VECO,VECO
VONAGE HLDGS CORP VG,VG
VECTOR GROUP LTD VGR,VGR
VISTA GOLD CORP VGZ,VGZ
VIRNETX HOLDING CORP VHC,VHC
VIASYSTEMS GROUP INC VIAS,VIAS
VICAL INC VICL,VICL
VICOR CORP VICR,VICR
ORTHOVITA INC VITA,VITA
MERIDIAN BIOSCIENCE INC VIVO,VIVO
KNIGHTSBRIDGE TANKERS VLCCF,VLCCF
VILLAGE SUPER MARKET IN VLGEA,VLGEA
VALENCE TECHNOLOGY INC VLNC,VLNC
VOLTERRA SEMICONDUCTOR VLTR,VLTR
VANDA PHARMACEUTICALS VNDA,VNDA
VOCUS INC VOCS,VOCS
VOYAGER OIL & GAS INC VOG,VOG
VOLCANO CORP VOLC,VOLC
AUDIOVOX CORP VOXX,VOXX
VIEWPOINT FINL GROUP VPFG,VPFG
VISHAY PRECISION GROUP VPG,VPG
VIROPHARMA INC VPHM,VPHM
VENOCO INC VQ,VQ
VERA BRADLEY INC VRA,VRA
VERINT SYS INC VRNT,VRNT
VERSO PAPER CORP VRS,VRS
VIRTUS INVESTMENT PTNRS VRTS,VRTS
VIRTUSA CORP VRTU,VRTU
VIASAT INC VSAT,VSAT
VSE CORP VSEC,VSEC
VITAMIN SHOPPE INC VSI,VSI
VANTAGE DRILLING COMPAN VTG,VTG
VIAD CORP VVI,VVI
VALUEVISION MEDIA INC VVTV,VVTV
VIVUS INC VVUS,VVUS
WESTAMERICA BANCORP WABC,WABC
WALTER INV MGMT CORP WAC,WAC
WESTERN ALLIANCE BANCOR WAL,WAL
WASHINGTON TRUST BANCOR WASH,WASH
WAVE SYSTEMS CORP WAVX,WAVX
WASHINGTON BANKING CO WBCO,WBCO
WEBSTER FINANCIAL CORP WBS,WBS
WEBSENSE INC WBSN,WBSN
WCA WASTE CORP WCAA,WCAA
WEST COAST BANCORP WCBO,WCBO
WELLCARE GROUP INC WCG,WCG
WALKER & DUNLOP INC WD,WD
WD-40 CO WDFC,WDFC
WERNER ENTERPRISES INC WERN,WERN
WEYCO GROUP INC WEYS,WEYS
WESTFIELD FINANCIAL INC WFD,WFD
WILLBROS GROUP INC WG,WG
WGL HOLDINGS INC WGL,WGL
WINNEBAGO INDUSTRIES IN WGO,WGO
WESTWOOD HOLDINGS GROUP WHG,WHG
WILSHIRE BANCORP INC WIBC,WIBC
BOINGO WIRELESS INC WIFI,WIFI
WINMARK CORP WINA,WINA
